Date,Vendor,Quantity,Product_Type,Category,Brand,Grade,Size,Warehouse,Vendor_Address,GIK_Per_Unit,Total_GIK
10/21/2018,Everything Else,2794,Footwear,Sneakers,Brand C,New,8,Atlanta,"1 Fictional St, Everything Else City, State 01",1.34,3743.96
10/22/2018,Company 8,2510,Footwear,Sneakers,Brand B,Gently Used,11,NY,"9 Fictional St, Company 8 City, State 09",0.39,978.9
10/22/2018,Everything Else,3038,Footwear,Sneakers,Brand A,Gently Used,10,LA,"1 Fictional St, Everything Else City, State 01",4.08,12395.04
10/22/2018,Company 3,1915,Footwear,Boots,Brand A,Worn,5,Atlanta,"4 Fictional St, Company 3 City, State 04",27.16,52011.4
10/22/2018,Company 5,3126,Footwear,Sneakers,Brand B,New,6,NY,"6 Fictional St, Company 5 City, State 06",43.15,134886.9
10/22/2018,Everything Else,2359,Footwear,Sneakers,Brand C,New,9,Nashville,"1 Fictional St, Everything Else City, State 01",47.14,111203.26
10/22/2018,Company 3,2767,Apparel,Coats,Brand C,Worn,L,NY,"4 Fictional St, Company 3 City, State 04",14.17,39208.39
10/22/2018,Company 2,2461,Footwear,Sneakers,Brand C,New,9,LA,"3 Fictional St, Company 2 City, State 03",0.54,1328.94
10/23/2018,Company 11,2329,Apparel,Coats,Brand B,New,L,LA,"12 Fictional St, Company 11 City, State 12",390.74,910033.46
10/23/2018,Everything Else,1974,Footwear,Sneakers,Brand B,Gently Used,8,LA,"1 Fictional St, Everything Else City, State 01",67.78,133797.72
10/23/2018,Everything Else,2354,Footwear,Sneakers,Generic,Gently Used,5,Atlanta,"1 Fictional St, Everything Else City, State 01",0.1,235.4
10/23/2018,Everything Else,1693,Footwear,Boots,Generic,Gently Used,12,LA,"1 Fictional St, Everything Else City, State 01",0.69,1168.17
10/23/2018,Company 5,2727,Apparel,Coats,Brand A,Gently Used,S,Nashville,"6 Fictional St, Company 5 City, State 06",78.63,214424.01
10/23/2018,Company 7,2681,Footwear,Boots,Brand B,Gently Used,11,LA,"8 Fictional St, Company 7 City, State 08",1.03,2761.43
10/23/2018,Company 4,5204,Apparel,Shirts,Generic,Gently Used,XL,Atlanta,"5 Fictional St, Company 4 City, State 05",5.42,28205.68
10/23/2018,Everything Else,3072,Footwear,Sneakers,Brand B,Gently Used,7,Nashville,"1 Fictional St, Everything Else City, State 01",0.28,860.16
10/23/2018,Company 3,5524,Footwear,Boots,Generic,Gently Used,11,Chicago,"4 Fictional St, Company 3 City, State 04",0.02,110.48
10/24/2018,Company 8,3803,Footwear,Boots,Brand C,Gently Used,7,NY,"9 Fictional St, Company 8 City, State 09",3.75,14261.25
10/24/2018,Company 2,1300,Footwear,Sneakers,Brand A,New,8,Chicago,"3 Fictional St, Company 2 City, State 03",9.6,12480
10/24/2018,Everything Else,1153,Apparel,Shirts,Generic,Gently Used,XL,Chicago,"1 Fictional St, Everything Else City, State 01",2.16,2490.48
10/24/2018,Everything Else,2399,Footwear,Boots,Generic,New,9,NY,"1 Fictional St, Everything Else City, State 01",0.24,575.76
10/24/2018,Company 10,4548,Footwear,Sneakers,Brand A,Gently Used,6,LA,"11 Fictional St, Company 10 City, State 11",0.86,3911.28
10/24/2018,Company 3,3743,Footwear,Sneakers,Generic,Gently Used,11,Nashville,"4 Fictional St, Company 3 City, State 04",5.63,21073.09
10/24/2018,Company 5,2419,Footwear,Sneakers,Brand C,New,10,Atlanta,"6 Fictional St, Company 5 City, State 06",28.91,69933.29
10/24/2018,Everything Else,6339,Apparel,Shirts,Brand C,Gently Used,XL,NY,"1 Fictional St, Everything Else City, State 01",54.4,344841.6
10/24/2018,Everything Else,737,Footwear,Sneakers,Generic,Gently Used,5,Atlanta,"1 Fictional St, Everything Else City, State 01",2.96,2181.52
10/25/2018,Company 5,3307,Footwear,Sneakers,Brand B,Gently Used,7,Chicago,"6 Fictional St, Company 5 City, State 06",1.15,3803.05
10/25/2018,Everything Else,1849,Apparel,Shirts,Brand B,Gently Used,XXL,NY,"1 Fictional St, Everything Else City, State 01",0.01,18.49
10/25/2018,Company 11,815,Apparel,Shirts,Brand B,New,S,Chicago,"12 Fictional St, Company 11 City, State 12",0.89,725.35
10/25/2018,Everything Else,3315,Footwear,Sneakers,Brand A,Gently Used,10,Atlanta,"1 Fictional St, Everything Else City, State 01",6.65,22044.75
10/25/2018,Everything Else,1236,Footwear,Sneakers,Brand C,Gently Used,8,Nashville,"1 Fictional St, Everything Else City, State 01",14.46,17872.56
10/25/2018,Everything Else,1697,Apparel,Shirts,Brand C,New,L,Chicago,"1 Fictional St, Everything Else City, State 01",27381.16,46465828.52
10/25/2018,Everything Else,1282,Footwear,Sneakers,Brand B,Gently Used,11,LA,"1 Fictional St, Everything Else City, State 01",201,257682
10/25/2018,Everything Else,2257,Footwear,Boots,Brand C,Gently Used,5,LA,"1 Fictional St, Everything Else City, State 01",64.44,145441.08
10/26/2018,Everything Else,1326,Apparel,Coats,Brand C,Gently Used,L,Chicago,"1 Fictional St, Everything Else City, State 01",28.24,37446.24
10/26/2018,Everything Else,1888,Footwear,Sneakers,Generic,Gently Used,9,Chicago,"1 Fictional St, Everything Else City, State 01",122.49,231261.12
10/26/2018,Everything Else,4045,Footwear,Sneakers,Generic,New,7,Atlanta,"1 Fictional St, Everything Else City, State 01",0.93,3761.85
10/26/2018,Everything Else,4238,Footwear,Boots,Generic,Gently Used,12,Chicago,"1 Fictional St, Everything Else City, State 01",12.66,53653.08
10/26/2018,Company 18,3168,Footwear,Sneakers,Brand B,Gently Used,12,Nashville,"19 Fictional St, Company 18 City, State 19",26.42,83698.56
10/26/2018,Everything Else,4580,Footwear,Sneakers,Generic,Gently Used,10,Chicago,"1 Fictional St, Everything Else City, State 01",139.71,639871.8
10/26/2018,Company 3,2881,Footwear,Sneakers,Brand B,Gently Used,5,Nashville,"4 Fictional St, Company 3 City, State 04",311.63,897806.03
10/26/2018,Everything Else,4224,Footwear,Boots,Brand A,Worn,5,NY,"1 Fictional St, Everything Else City, State 01",2.8,11827.2
10/26/2018,Everything Else,568,Footwear,Boots,Brand C,New,7,Chicago,"1 Fictional St, Everything Else City, State 01",1.53,869.04
10/26/2018,Everything Else,4250,Footwear,Sneakers,Brand B,Gently Used,11,LA,"1 Fictional St, Everything Else City, State 01",85.39,362907.5
10/26/2018,Company 4,2133,Apparel,Coats,Brand B,Gently Used,XXL,NY,"5 Fictional St, Company 4 City, State 05",3.59,7657.47
10/26/2018,Company 9,1250,Footwear,Boots,Generic,Worn,10,LA,"10 Fictional St, Company 9 City, State 10",104.55,130687.5
10/26/2018,Everything Else,4254,Footwear,Boots,Brand B,Gently Used,10,Nashville,"1 Fictional St, Everything Else City, State 01",22.08,93928.32
10/27/2018,Everything Else,1509,Footwear,Boots,Brand C,Gently Used,12,LA,"1 Fictional St, Everything Else City, State 01",1.01,1524.09
10/27/2018,Everything Else,1951,Footwear,Sneakers,Generic,Worn,8,Chicago,"1 Fictional St, Everything Else City, State 01",1.56,3043.56
10/27/2018,Company 12,1804,Footwear,Sneakers,Brand B,New,11,Chicago,"13 Fictional St, Company 12 City, State 13",355.62,641538.48
10/27/2018,Everything Else,3022,Footwear,Sneakers,Brand B,Gently Used,7,Chicago,"1 Fictional St, Everything Else City, State 01",40.44,122209.68
10/27/2018,Company 3,1879,Footwear,Sneakers,Brand A,Gently Used,11,NY,"4 Fictional St, Company 3 City, State 04",60.17,113059.43
10/27/2018,Everything Else,2443,Footwear,Sneakers,Brand A,New,11,NY,"1 Fictional St, Everything Else City, State 01",936.28,2287332.04
10/27/2018,Company 3,2414,Footwear,Boots,Brand C,Worn,11,NY,"4 Fictional St, Company 3 City, State 04",0.24,579.36
10/27/2018,Everything Else,2302,Footwear,Sneakers,Brand A,Gently Used,12,Nashville,"1 Fictional St, Everything Else City, State 01",8.34,19198.68
10/27/2018,Everything Else,2782,Footwear,Sneakers,Brand C,Gently Used,12,NY,"1 Fictional St, Everything Else City, State 01",0.35,973.7
10/27/2018,Company 3,919,Footwear,Boots,Brand B,Gently Used,5,Nashville,"4 Fictional St, Company 3 City, State 04",10051.45,9237282.55
10/28/2018,Company 18,3555,Footwear,Sneakers,Generic,Gently Used,5,NY,"19 Fictional St, Company 18 City, State 19",0.2,711
10/28/2018,Everything Else,3447,Footwear,Sneakers,Brand C,Gently Used,7,Nashville,"1 Fictional St, Everything Else City, State 01",24.69,85106.43
10/28/2018,Everything Else,1394,Apparel,Coats,Brand C,Gently Used,L,Chicago,"1 Fictional St, Everything Else City, State 01",7.87,10970.78
10/28/2018,Company 9,4435,Footwear,Sneakers,Brand A,New,12,Chicago,"10 Fictional St, Company 9 City, State 10",0.42,1862.7
10/28/2018,Company 11,1056,Footwear,Sneakers,Brand A,Gently Used,10,Chicago,"12 Fictional St, Company 11 City, State 12",5.34,5639.04
10/28/2018,Company 5,1433,Footwear,Sneakers,Generic,Gently Used,8,Nashville,"6 Fictional St, Company 5 City, State 06",0.07,100.31
10/28/2018,Everything Else,1818,Apparel,Coats,Brand C,Worn,XL,Atlanta,"1 Fictional St, Everything Else City, State 01",11.79,21434.22
10/28/2018,Company 8,1472,Apparel,Coats,Brand C,Gently Used,XXL,Atlanta,"9 Fictional St, Company 8 City, State 09",183.59,270244.48
10/28/2018,Company 3,3986,Footwear,Sneakers,Brand A,Gently Used,8,NY,"4 Fictional St, Company 3 City, State 04",149.53,596026.58
10/28/2018,Company 3,4482,Footwear,Sneakers,Brand B,New,10,NY,"4 Fictional St, Company 3 City, State 04",130.58,585259.56
10/28/2018,Everything Else,2392,Apparel,Coats,Brand A,Gently Used,M,LA,"1 Fictional St, Everything Else City, State 01",247.61,592283.12
10/28/2018,Everything Else,4265,Footwear,Boots,Brand B,Worn,11,Chicago,"1 Fictional St, Everything Else City, State 01",0.11,469.15
10/28/2018,Everything Else,1435,Footwear,Boots,Brand B,New,12,Atlanta,"1 Fictional St, Everything Else City, State 01",779.94,1119213.9
10/28/2018,Everything Else,656,Footwear,Boots,Brand B,Worn,7,Nashville,"1 Fictional St, Everything Else City, State 01",0,0
10/28/2018,Everything Else,2876,Footwear,Boots,Brand B,Gently Used,9,LA,"1 Fictional St, Everything Else City, State 01",453.81,1305157.56
10/28/2018,Everything Else,1420,Footwear,Sneakers,Brand B,Gently Used,10,Chicago,"1 Fictional St, Everything Else City, State 01",700.4,994568
10/29/2018,Everything Else,2686,Apparel,Shirts,Brand A,Gently Used,XL,Chicago,"1 Fictional St, Everything Else City, State 01",0.07,188.02
10/29/2018,Everything Else,2010,Apparel,Coats,Generic,Gently Used,M,NY,"1 Fictional St, Everything Else City, State 01",77.01,154790.1
10/29/2018,Company 3,1290,Footwear,Sneakers,Brand B,Gently Used,12,NY,"4 Fictional St, Company 3 City, State 04",0.25,322.5
10/29/2018,Company 5,4056,Footwear,Boots,Generic,Gently Used,8,NY,"6 Fictional St, Company 5 City, State 06",78.74,319369.44
10/29/2018,Everything Else,3480,Apparel,Coats,Generic,Gently Used,L,Chicago,"1 Fictional St, Everything Else City, State 01",10.76,37444.8
10/29/2018,Company 9,2130,Footwear,Boots,Brand C,New,5,Atlanta,"10 Fictional St, Company 9 City, State 10",0.05,106.5
10/29/2018,Everything Else,1599,Footwear,Sneakers,Brand A,New,7,LA,"1 Fictional St, Everything Else City, State 01",5925.45,9474794.55
10/29/2018,Everything Else,1899,Footwear,Sneakers,Brand B,New,10,Chicago,"1 Fictional St, Everything Else City, State 01",8.34,15837.66
10/29/2018,Everything Else,1381,Footwear,Boots,Brand B,New,11,Chicago,"1 Fictional St, Everything Else City, State 01",106.62,147242.22
10/29/2018,Everything Else,1580,Footwear,Sneakers,Brand A,Gently Used,10,LA,"1 Fictional St, Everything Else City, State 01",4761.85,7523723
10/29/2018,Company 3,1927,Footwear,Sneakers,Generic,Gently Used,7,LA,"4 Fictional St, Company 3 City, State 04",2.09,4027.43
10/29/2018,Company 4,1308,Apparel,Coats,Brand A,Worn,XL,Atlanta,"5 Fictional St, Company 4 City, State 05",389.8,509858.4
10/29/2018,Company 3,3126,Footwear,Sneakers,Generic,Gently Used,8,LA,"4 Fictional St, Company 3 City, State 04",446.29,1395102.54
10/29/2018,Everything Else,4117,Apparel,Shirts,Brand C,Gently Used,L,LA,"1 Fictional St, Everything Else City, State 01",10.21,42034.57
10/30/2018,Company 3,923,Footwear,Boots,Brand B,New,11,Nashville,"4 Fictional St, Company 3 City, State 04",4.81,4439.63
10/30/2018,Company 3,2632,Footwear,Boots,Brand A,Gently Used,7,LA,"4 Fictional St, Company 3 City, State 04",26.23,69037.36
10/30/2018,Everything Else,4116,Apparel,Shirts,Brand A,New,XL,Nashville,"1 Fictional St, Everything Else City, State 01",1000.55,4118263.8
10/30/2018,Everything Else,400,Footwear,Sneakers,Brand A,New,6,LA,"1 Fictional St, Everything Else City, State 01",2.09,836
10/30/2018,Company 5,1341,Footwear,Boots,Brand C,Gently Used,6,LA,"6 Fictional St, Company 5 City, State 06",29.16,39103.56
10/30/2018,Company 8,1614,Footwear,Sneakers,Generic,New,7,Atlanta,"9 Fictional St, Company 8 City, State 09",4.71,7601.94
10/30/2018,Company 4,799,Footwear,Boots,Brand B,Gently Used,10,Atlanta,"5 Fictional St, Company 4 City, State 05",0.06,47.94
10/30/2018,Company 12,3899,Footwear,Sneakers,Brand A,Gently Used,10,NY,"13 Fictional St, Company 12 City, State 13",1.24,4834.76
10/30/2018,Company 15,5812,Footwear,Sneakers,Generic,New,10,Chicago,"16 Fictional St, Company 15 City, State 16",1.19,6916.28
10/30/2018,Company 3,2988,Apparel,Shirts,Brand A,New,S,Nashville,"4 Fictional St, Company 3 City, State 04",1.9,5677.2
10/30/2018,Company 2,2145,Apparel,Coats,Brand B,New,XL,LA,"3 Fictional St, Company 2 City, State 03",8.51,18253.95
10/30/2018,Company 3,4604,Apparel,Coats,Brand C,Gently Used,S,LA,"4 Fictional St, Company 3 City, State 04",4.47,20579.88
10/30/2018,Company 3,2278,Footwear,Boots,Brand B,Gently Used,5,Atlanta,"4 Fictional St, Company 3 City, State 04",0.81,1845.18
10/30/2018,Everything Else,2202,Apparel,Shirts,Brand A,Gently Used,XXL,Atlanta,"1 Fictional St, Everything Else City, State 01",113.56,250059.12
10/31/2018,Everything Else,4363,Footwear,Boots,Generic,Gently Used,8,Nashville,"1 Fictional St, Everything Else City, State 01",11.38,49650.94
10/31/2018,Company 3,2660,Apparel,Coats,Brand A,Gently Used,XL,Nashville,"4 Fictional St, Company 3 City, State 04",4.24,11278.4
10/31/2018,Company 3,2295,Footwear,Boots,Generic,Gently Used,5,NY,"4 Fictional St, Company 3 City, State 04",146.99,337342.05
10/31/2018,Company 3,4782,Footwear,Boots,Brand A,Gently Used,12,Chicago,"4 Fictional St, Company 3 City, State 04",0.01,47.82
10/31/2018,Company 3,2341,Footwear,Boots,Brand A,Gently Used,8,Chicago,"4 Fictional St, Company 3 City, State 04",18.87,44174.67
10/31/2018,Everything Else,3247,Footwear,Sneakers,Brand A,Gently Used,10,LA,"1 Fictional St, Everything Else City, State 01",34.16,110917.52
10/31/2018,Everything Else,2649,Footwear,Boots,Brand B,New,5,Nashville,"1 Fictional St, Everything Else City, State 01",23.43,62066.07
10/31/2018,Company 4,1754,Footwear,Sneakers,Generic,Gently Used,5,NY,"5 Fictional St, Company 4 City, State 05",3.92,6875.68
10/31/2018,Company 5,3051,Footwear,Sneakers,Brand B,Gently Used,10,LA,"6 Fictional St, Company 5 City, State 06",24.57,74963.07
10/31/2018,Everything Else,1543,Apparel,Coats,Brand C,Worn,XL,LA,"1 Fictional St, Everything Else City, State 01",74.63,115154.09
10/31/2018,Everything Else,3551,Apparel,Shirts,Generic,Gently Used,S,Chicago,"1 Fictional St, Everything Else City, State 01",24.87,88313.37
10/31/2018,Everything Else,2092,Footwear,Sneakers,Generic,Gently Used,5,Chicago,"1 Fictional St, Everything Else City, State 01",356.72,746258.24
10/31/2018,Everything Else,1429,Footwear,Boots,Brand B,Gently Used,10,Chicago,"1 Fictional St, Everything Else City, State 01",407.21,581903.09
11/1/2018,Company 16,8255,Apparel,Shirts,Brand C,Gently Used,L,NY,"17 Fictional St, Company 16 City, State 17",1.98,16344.9
11/1/2018,Everything Else,3080,Footwear,Boots,Brand B,Gently Used,5,NY,"1 Fictional St, Everything Else City, State 01",1.71,5266.8
11/1/2018,Company 4,4330,Footwear,Sneakers,Generic,Gently Used,10,NY,"5 Fictional St, Company 4 City, State 05",58.64,253911.2
11/1/2018,Company 7,1891,Footwear,Sneakers,Brand C,Gently Used,10,Atlanta,"8 Fictional St, Company 7 City, State 08",4.91,9284.81
11/1/2018,Everything Else,1601,Footwear,Sneakers,Generic,New,12,Nashville,"1 Fictional St, Everything Else City, State 01",7.61,12183.61
11/1/2018,Everything Else,3336,Apparel,Shirts,Brand C,Gently Used,S,Nashville,"1 Fictional St, Everything Else City, State 01",0.96,3202.56
11/1/2018,Company 3,2847,Footwear,Sneakers,Brand B,Gently Used,9,Nashville,"4 Fictional St, Company 3 City, State 04",13.07,37210.29
11/1/2018,Company 5,3357,Footwear,Sneakers,Generic,Gently Used,5,LA,"6 Fictional St, Company 5 City, State 06",0.12,402.84
11/1/2018,Everything Else,3152,Footwear,Sneakers,Brand B,Gently Used,9,Atlanta,"1 Fictional St, Everything Else City, State 01",826.47,2605033.44
11/1/2018,Company 10,2825,Footwear,Boots,Brand B,Gently Used,8,NY,"11 Fictional St, Company 10 City, State 11",163.58,462113.5
11/1/2018,Everything Else,1216,Footwear,Sneakers,Brand C,Worn,8,LA,"1 Fictional St, Everything Else City, State 01",14.22,17291.52
11/1/2018,Company 7,3023,Footwear,Sneakers,Brand B,Gently Used,10,Nashville,"8 Fictional St, Company 7 City, State 08",215.48,651396.04
11/1/2018,Everything Else,1158,Footwear,Sneakers,Brand C,New,6,NY,"1 Fictional St, Everything Else City, State 01",5.37,6218.46
11/1/2018,Company 4,6648,Apparel,Coats,Generic,Gently Used,XXL,NY,"5 Fictional St, Company 4 City, State 05",0.02,132.96
11/1/2018,Everything Else,2055,Footwear,Boots,Brand C,Gently Used,9,Atlanta,"1 Fictional St, Everything Else City, State 01",96.42,198143.1
11/2/2018,Everything Else,3678,Apparel,Coats,Brand A,Gently Used,S,Nashville,"1 Fictional St, Everything Else City, State 01",0.09,331.02
11/2/2018,Everything Else,2724,Footwear,Boots,Brand C,Worn,6,NY,"1 Fictional St, Everything Else City, State 01",8.46,23045.04
11/2/2018,Company 8,2496,Apparel,Shirts,Brand A,Gently Used,S,Atlanta,"9 Fictional St, Company 8 City, State 09",2.09,5216.64
11/2/2018,Everything Else,2435,Footwear,Sneakers,Brand A,Gently Used,7,LA,"1 Fictional St, Everything Else City, State 01",124.68,303595.8
11/2/2018,Everything Else,3397,Footwear,Boots,Brand C,Gently Used,5,Atlanta,"1 Fictional St, Everything Else City, State 01",0.03,101.91
11/2/2018,Everything Else,2963,Footwear,Sneakers,Brand A,New,10,LA,"1 Fictional St, Everything Else City, State 01",36.67,108653.21
11/2/2018,Company 4,2065,Footwear,Sneakers,Generic,Gently Used,8,Nashville,"5 Fictional St, Company 4 City, State 05",22.1,45636.5
11/2/2018,Company 5,3973,Footwear,Boots,Brand A,Gently Used,11,LA,"6 Fictional St, Company 5 City, State 06",10.88,43226.24
11/2/2018,Company 2,1945,Apparel,Coats,Brand C,New,S,Nashville,"3 Fictional St, Company 2 City, State 03",0.11,213.95
11/3/2018,Everything Else,2413,Footwear,Sneakers,Generic,Gently Used,11,Nashville,"1 Fictional St, Everything Else City, State 01",10.25,24733.25
11/3/2018,Company 9,396,Apparel,Coats,Brand B,Gently Used,S,Atlanta,"10 Fictional St, Company 9 City, State 10",285.84,113192.64
11/3/2018,Company 5,3237,Apparel,Coats,Brand A,Gently Used,XL,Atlanta,"6 Fictional St, Company 5 City, State 06",520.69,1685473.53
11/3/2018,Everything Else,2028,Apparel,Coats,Generic,Gently Used,XL,Atlanta,"1 Fictional St, Everything Else City, State 01",1.52,3082.56
11/3/2018,Everything Else,627,Apparel,Shirts,Generic,Gently Used,XL,Chicago,"1 Fictional St, Everything Else City, State 01",0.85,532.95
11/3/2018,Everything Else,1167,Footwear,Sneakers,Brand A,Gently Used,10,Nashville,"1 Fictional St, Everything Else City, State 01",0.48,560.16
11/3/2018,Company 3,3259,Footwear,Sneakers,Brand B,New,5,LA,"4 Fictional St, Company 3 City, State 04",14.45,47092.55
11/3/2018,Company 5,1545,Apparel,Shirts,Brand C,Gently Used,S,LA,"6 Fictional St, Company 5 City, State 06",0.42,648.9
11/3/2018,Company 3,1506,Apparel,Shirts,Brand A,Gently Used,XL,Atlanta,"4 Fictional St, Company 3 City, State 04",12.97,19532.82
11/4/2018,Company 3,2368,Apparel,Coats,Brand A,Gently Used,L,Nashville,"4 Fictional St, Company 3 City, State 04",9.37,22188.16
11/4/2018,Company 18,2607,Apparel,Coats,Brand A,Gently Used,XL,Atlanta,"19 Fictional St, Company 18 City, State 19",1.01,2633.07
11/4/2018,Company 3,3622,Footwear,Boots,Brand A,Gently Used,9,Chicago,"4 Fictional St, Company 3 City, State 04",11.37,41182.14
11/4/2018,Everything Else,1789,Footwear,Boots,Brand C,Gently Used,11,LA,"1 Fictional St, Everything Else City, State 01",0.54,966.06
11/4/2018,Everything Else,2970,Apparel,Coats,Brand A,Gently Used,M,Atlanta,"1 Fictional St, Everything Else City, State 01",15.99,47490.3
11/5/2018,Company 4,3158,Apparel,Coats,Generic,Gently Used,S,Atlanta,"5 Fictional St, Company 4 City, State 05",274.05,865449.9
11/5/2018,Company 10,986,Footwear,Sneakers,Generic,Gently Used,12,LA,"11 Fictional St, Company 10 City, State 11",0.11,108.46
11/5/2018,Company 4,3363,Footwear,Sneakers,Generic,Gently Used,6,Atlanta,"5 Fictional St, Company 4 City, State 05",2.84,9550.92
11/5/2018,Everything Else,1536,Apparel,Coats,Brand A,New,L,LA,"1 Fictional St, Everything Else City, State 01",6.75,10368
11/5/2018,Everything Else,3198,Footwear,Sneakers,Brand B,Gently Used,9,NY,"1 Fictional St, Everything Else City, State 01",0.28,895.44
11/5/2018,Everything Else,2624,Footwear,Sneakers,Brand C,Gently Used,12,Nashville,"1 Fictional St, Everything Else City, State 01",96.52,253268.48
11/5/2018,Everything Else,4819,Apparel,Coats,Generic,Gently Used,XL,Chicago,"1 Fictional St, Everything Else City, State 01",18.36,88476.84
11/5/2018,Everything Else,3805,Apparel,Shirts,Brand B,Gently Used,S,NY,"1 Fictional St, Everything Else City, State 01",12.5,47562.5
11/5/2018,Company 3,1031,Footwear,Sneakers,Brand C,Gently Used,10,Chicago,"4 Fictional St, Company 3 City, State 04",0.51,525.81
11/5/2018,Company 2,3216,Apparel,Coats,Generic,Gently Used,S,NY,"3 Fictional St, Company 2 City, State 03",34.9,112238.4
11/5/2018,Everything Else,2132,Footwear,Boots,Brand A,Gently Used,10,Chicago,"1 Fictional St, Everything Else City, State 01",2.06,4391.92
11/6/2018,Everything Else,978,Footwear,Sneakers,Brand A,Gently Used,6,Chicago,"1 Fictional St, Everything Else City, State 01",89.68,87707.04
11/6/2018,Company 13,3458,Footwear,Boots,Brand A,Gently Used,6,LA,"14 Fictional St, Company 13 City, State 14",4.16,14385.28
11/6/2018,Everything Else,1800,Footwear,Sneakers,Brand A,New,12,LA,"1 Fictional St, Everything Else City, State 01",0.79,1422
11/6/2018,Everything Else,5855,Footwear,Sneakers,Brand A,New,8,NY,"1 Fictional St, Everything Else City, State 01",2.08,12178.4
11/6/2018,Company 8,3345,Footwear,Sneakers,Brand B,Gently Used,6,Atlanta,"9 Fictional St, Company 8 City, State 09",0.21,702.45
11/6/2018,Company 4,1474,Apparel,Coats,Brand B,Gently Used,L,LA,"5 Fictional St, Company 4 City, State 05",13.29,19589.46
11/6/2018,Everything Else,909,Footwear,Sneakers,Brand B,Gently Used,6,LA,"1 Fictional St, Everything Else City, State 01",88.53,80473.77
11/6/2018,Company 3,900,Apparel,Coats,Brand B,Gently Used,M,Nashville,"4 Fictional St, Company 3 City, State 04",23.72,21348
11/6/2018,Company 1,2754,Apparel,Shirts,Generic,Gently Used,M,Chicago,"2 Fictional St, Company 1 City, State 02",224.43,618080.22
11/7/2018,Everything Else,2543,Footwear,Sneakers,Brand B,Worn,6,NY,"1 Fictional St, Everything Else City, State 01",0.27,686.61
11/7/2018,Company 3,2250,Footwear,Boots,Brand B,Gently Used,5,Nashville,"4 Fictional St, Company 3 City, State 04",0.48,1080
11/7/2018,Company 4,1720,Apparel,Shirts,Brand B,Gently Used,S,Nashville,"5 Fictional St, Company 4 City, State 05",15.18,26109.6
11/7/2018,Everything Else,1903,Apparel,Shirts,Brand A,Gently Used,M,NY,"1 Fictional St, Everything Else City, State 01",53.9,102571.7
11/7/2018,Company 10,560,Apparel,Shirts,Brand C,Gently Used,S,LA,"11 Fictional St, Company 10 City, State 11",83.18,46580.8
11/7/2018,Company 4,4385,Apparel,Shirts,Brand A,New,S,LA,"5 Fictional St, Company 4 City, State 05",2.34,10260.9
11/7/2018,Company 8,2016,Footwear,Sneakers,Generic,Gently Used,5,Nashville,"9 Fictional St, Company 8 City, State 09",98.45,198475.2
11/7/2018,Everything Else,2591,Footwear,Sneakers,Brand B,Gently Used,9,Atlanta,"1 Fictional St, Everything Else City, State 01",35.96,93172.36
11/7/2018,Company 2,2495,Apparel,Shirts,Brand B,Gently Used,S,Atlanta,"3 Fictional St, Company 2 City, State 03",50.02,124799.9
11/7/2018,Everything Else,2835,Footwear,Boots,Brand B,Gently Used,5,Atlanta,"1 Fictional St, Everything Else City, State 01",138.97,393979.95
11/7/2018,Company 7,4883,Footwear,Sneakers,Brand B,Gently Used,9,Chicago,"8 Fictional St, Company 7 City, State 08",67.22,328235.26
11/8/2018,Everything Else,1409,Apparel,Coats,Brand B,Gently Used,S,Atlanta,"1 Fictional St, Everything Else City, State 01",0.65,915.85
11/8/2018,Company 14,1497,Apparel,Shirts,Brand A,Gently Used,L,NY,"15 Fictional St, Company 14 City, State 15",149.9,224400.3
11/8/2018,Everything Else,2780,Footwear,Sneakers,Brand A,New,10,Nashville,"1 Fictional St, Everything Else City, State 01",576.82,1603559.6
11/8/2018,Company 3,3496,Footwear,Sneakers,Generic,New,6,Nashville,"4 Fictional St, Company 3 City, State 04",124.95,436825.2
11/8/2018,Everything Else,2254,Footwear,Boots,Brand B,Gently Used,5,Nashville,"1 Fictional St, Everything Else City, State 01",21.76,49047.04
11/8/2018,Everything Else,1629,Footwear,Boots,Brand A,Gently Used,5,Atlanta,"1 Fictional St, Everything Else City, State 01",0.25,407.25
11/8/2018,Company 12,2921,Footwear,Sneakers,Brand C,Gently Used,5,Atlanta,"13 Fictional St, Company 12 City, State 13",0.2,584.2
11/8/2018,Everything Else,831,Footwear,Sneakers,Brand A,Gently Used,6,Atlanta,"1 Fictional St, Everything Else City, State 01",0.36,299.16
11/8/2018,Company 2,3551,Footwear,Sneakers,Generic,Gently Used,12,Atlanta,"3 Fictional St, Company 2 City, State 03",782.51,2778693.01
11/8/2018,Everything Else,2991,Footwear,Sneakers,Brand C,Gently Used,5,Nashville,"1 Fictional St, Everything Else City, State 01",0.58,1734.78
11/8/2018,Everything Else,1915,Footwear,Sneakers,Brand B,Gently Used,11,Chicago,"1 Fictional St, Everything Else City, State 01",1.15,2202.25
11/9/2018,Company 5,1315,Apparel,Shirts,Brand A,New,XL,Chicago,"6 Fictional St, Company 5 City, State 06",46.95,61739.25
11/9/2018,Company 4,3947,Apparel,Shirts,Brand B,Gently Used,S,Chicago,"5 Fictional St, Company 4 City, State 05",0.02,78.94
11/9/2018,Company 16,2000,Footwear,Sneakers,Brand A,Gently Used,5,LA,"17 Fictional St, Company 16 City, State 17",483.3,966600
