Date,Quantity,Product_Type,Category,Brand,Grade,Size,Warehouse,GIK_Per_Unit,Total_GIK,Partner,EI_Per_Unit,Total_EI,Partner_Address,Shipment_Type,Program
3/17/2023,4448,Apparel,Coats,Generic,Gently Used,S,Chicago,13.32,59247.36,Company C,14.84,66008.32,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
3/8/2023,1848,Footwear,Boots,Brand C,Worn,9,NY,4.73,8741.04,Company E,13.77,25446.96,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
3/21/2023,1843,Footwear,Sneakers,Generic,New,8,LA,4.4,8109.2,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,School
3/22/2023,1400,Footwear,Boots,Brand A,Gently Used,7,Atlanta,8879.93,12431902,Company B,3.78,5292,"2 Partner Blvd, Company B Town, Region 02",Relief,General
3/11/2023,1659,Apparel,Coats,Brand B,Gently Used,L,NY,0.08,132.72,Company F,2.17,3600.03,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
3/4/2023,2105,Footwear,Sneakers,Brand A,Gently Used,11,Nashville,21.19,44604.95,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,General
3/12/2023,3040,Apparel,Coats,Brand B,Gently Used,M,LA,2.26,6870.4,Company E,12.31,37422.4,"5 Partner Blvd, Company E Town, Region 05",Relief,General
2/28/2023,2034,Footwear,Sneakers,Brand B,New,8,LA,43.1,87665.4,Company C,15.56,31649.04,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
3/19/2023,1827,Footwear,Sneakers,Generic,Gently Used,5,NY,0.16,292.32,Company C,15.49,28300.23,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
3/8/2023,3235,Apparel,Shirts,Brand A,New,L,Atlanta,1.22,3946.7,Company H,4.36,14104.6,"9 Partner Blvd, Company H Town, Region 09",Relief,Winter
3/1/2023,1661,Footwear,Sneakers,Brand C,Gently Used,12,Chicago,4.95,8221.95,Company C,18.6,30894.6,"3 Partner Blvd, Company C Town, Region 03",Relief,School
3/17/2023,835,Footwear,Sneakers,Brand C,Gently Used,7,NY,79.23,66157.05,Company C,15.99,13351.65,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
3/20/2023,2957,Footwear,Boots,Generic,New,8,LA,3.05,9018.85,Company E,13.59,40185.63,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
3/3/2023,5114,Footwear,Sneakers,Brand B,Gently Used,8,Nashville,12.95,66226.3,Company F,4.17,21325.38,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
3/20/2023,5333,Apparel,Coats,Brand B,Gently Used,M,Nashville,31.72,169162.76,Company C,13.76,73382.08,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
3/15/2023,4313,Footwear,Sneakers,Brand A,New,8,LA,146.4,631423.2,Company F,5.69,24540.97,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
3/12/2023,2197,Footwear,Sneakers,Brand B,Gently Used,8,Chicago,892.14,1960031.58,Company F,3.16,6942.52,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
3/7/2023,1951,Footwear,Sneakers,Brand A,Gently Used,7,LA,15.26,29772.26,Company A,1.34,2614.34,"1 Partner Blvd, Company A Town, Region 01",Micro-Enterprise,School
3/6/2023,3021,Apparel,Coats,Brand C,Gently Used,XL,NY,31748.75,95912973.75,Company K,8.76,26463.96,"12 Partner Blvd, Company K Town, Region 12",Relief,School
3/22/2023,1550,Footwear,Sneakers,Brand C,Gently Used,7,LA,0.01,15.5,Company C,16.57,25683.5,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
3/13/2023,2093,Footwear,Sneakers,Brand C,New,7,Chicago,129.75,271566.75,Company E,11.42,23902.06,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
3/11/2023,3823,Footwear,Sneakers,Generic,New,10,LA,18.41,70381.43,Company K,15.89,60747.47,"12 Partner Blvd, Company K Town, Region 12",Relief,General
3/12/2023,2013,Footwear,Sneakers,Brand C,Worn,7,Chicago,0.74,1489.62,Company C,12.13,24417.69,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
3/16/2023,1726,Footwear,Sneakers,Brand A,New,5,NY,18.35,31672.1,Company J,2.85,4919.1,"11 Partner Blvd, Company J Town, Region 11",Micro-Enterprise,Winter
3/17/2023,2042,Footwear,Boots,Brand C,Gently Used,7,LA,1019.91,2082656.22,Company A,0.43,878.06,"1 Partner Blvd, Company A Town, Region 01",Relief,General
3/3/2023,5280,Apparel,Shirts,Generic,Gently Used,XXL,Chicago,0,0,Company L,14.24,75187.2,"13 Partner Blvd, Company L Town, Region 13",Micro-Enterprise,General
3/15/2023,1683,Apparel,Shirts,Brand B,Gently Used,M,NY,0.03,50.49,Company E,9.26,15584.58,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
3/2/2023,6258,Apparel,Shirts,Brand A,New,XL,LA,18.89,118213.62,Company J,3.89,24343.62,"11 Partner Blvd, Company J Town, Region 11",Relief,School
3/23/2023,3256,Footwear,Sneakers,Brand B,New,7,Atlanta,40.18,130826.08,Company E,11.75,38258,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
3/5/2023,1339,Footwear,Sneakers,Brand A,Gently Used,7,Nashville,1167.32,1563041.48,Company H,7.78,10417.42,"9 Partner Blvd, Company H Town, Region 09",Relief,General
3/18/2023,5350,Footwear,Boots,Brand A,Gently Used,12,NY,376.23,2012830.5,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,General
3/5/2023,4106,Footwear,Boots,Brand B,Gently Used,5,LA,40.95,168140.7,Company C,11.62,47711.72,"3 Partner Blvd, Company C Town, Region 03",Relief,School
3/16/2023,874,Apparel,Coats,Generic,Gently Used,L,LA,1,874,Company E,12.8,11187.2,"5 Partner Blvd, Company E Town, Region 05",Relief,General
3/7/2023,8122,Footwear,Boots,Brand B,Gently Used,11,Chicago,0.25,2030.5,Company E,11.26,91453.72,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
3/22/2023,1234,Footwear,Boots,Brand A,Gently Used,10,Atlanta,18.75,23137.5,Company C,11.58,14289.72,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
3/20/2023,5015,Apparel,Coats,Brand A,New,L,Chicago,171.13,858216.95,Company F,6.04,30290.6,"6 Partner Blvd, Company F Town, Region 06",Relief,General
3/18/2023,2223,Apparel,Coats,Brand C,Gently Used,XL,LA,0.16,355.68,Company H,2.12,4712.76,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,Winter
3/18/2023,3845,Footwear,Sneakers,Brand C,Gently Used,10,LA,2.04,7843.8,Company I,1.35,5190.75,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,School
3/17/2023,3029,Footwear,Sneakers,Generic,Gently Used,10,LA,0.17,514.93,Company H,6.17,18688.93,"9 Partner Blvd, Company H Town, Region 09",Relief,School
3/3/2023,3851,Footwear,Boots,Brand B,Gently Used,9,Atlanta,2.03,7817.53,Company J,4.21,16212.71,"11 Partner Blvd, Company J Town, Region 11",Micro-Enterprise,General
3/11/2023,1564,Footwear,Sneakers,Generic,New,7,LA,13.46,21051.44,Everything Else,3.51,5489.64,"7 Partner Blvd, Everything Else Town, Region 07",Relief,School
3/25/2023,3556,Footwear,Sneakers,Generic,Gently Used,11,Chicago,78.53,279252.68,Company C,14.9,52984.4,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
3/9/2023,3154,Apparel,Shirts,Brand A,Gently Used,XXL,LA,439.94,1387570.76,Company C,18.78,59232.12,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
3/11/2023,2424,Footwear,Sneakers,Brand C,Gently Used,6,NY,21.85,52964.4,Company C,13.21,32021.04,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
3/5/2023,2121,Apparel,Coats,Brand B,Gently Used,L,Nashville,0.05,106.05,Company E,15.28,32408.88,"5 Partner Blvd, Company E Town, Region 05",Relief,School
3/24/2023,2445,Footwear,Boots,Brand C,Gently Used,6,Chicago,5.82,14229.9,Company J,3.78,9242.1,"11 Partner Blvd, Company J Town, Region 11",Micro-Enterprise,General
3/14/2023,2189,Footwear,Boots,Brand C,Gently Used,6,LA,66.72,146050.08,Company K,13.02,28500.78,"12 Partner Blvd, Company K Town, Region 12",Relief,General
3/4/2023,1909,Footwear,Sneakers,Brand B,Gently Used,7,LA,34.81,66452.29,Company E,13.36,25504.24,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
3/24/2023,1076,Footwear,Sneakers,Brand B,Gently Used,7,LA,2.81,3023.56,Company C,15.78,16979.28,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
3/11/2023,1187,Footwear,Boots,Brand B,Gently Used,5,Nashville,459.86,545853.82,Company L,10.55,12522.85,"13 Partner Blvd, Company L Town, Region 13",Micro-Enterprise,Winter
3/24/2023,2907,Footwear,Sneakers,Brand B,Gently Used,7,Atlanta,0.59,1715.13,Company C,12.09,35145.63,"3 Partner Blvd, Company C Town, Region 03",Relief,School
3/16/2023,1343,Apparel,Shirts,Brand B,Gently Used,L,LA,0.87,1168.41,Company A,1.61,2162.23,"1 Partner Blvd, Company A Town, Region 01",Relief,School
3/22/2023,1366,Apparel,Coats,Generic,Worn,S,Nashville,15.52,21200.32,Company C,12.35,16870.1,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
3/9/2023,3422,Footwear,Sneakers,Brand C,Gently Used,11,Nashville,0.93,3182.46,Company I,1.76,6022.72,"10 Partner Blvd, Company I Town, Region 10",Relief,General
3/8/2023,7060,Footwear,Sneakers,Brand B,Gently Used,10,Nashville,1010.43,7133635.8,Company A,0,0,"1 Partner Blvd, Company A Town, Region 01",Relief,School
3/17/2023,3722,Footwear,Sneakers,Brand B,Gently Used,6,Chicago,5.67,21103.74,Company I,1.3,4838.6,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,Winter
3/19/2023,3703,Apparel,Shirts,Generic,Gently Used,XXL,Nashville,34.29,126975.87,Company F,3.72,13775.16,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,Winter
3/15/2023,4358,Footwear,Sneakers,Brand C,New,5,Nashville,0.44,1917.52,Company F,4.01,17475.58,"6 Partner Blvd, Company F Town, Region 06",Relief,School
3/6/2023,3809,Footwear,Boots,Brand B,Gently Used,5,Chicago,10.77,41022.93,Company F,3.62,13788.58,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
3/15/2023,1947,Apparel,Shirts,Generic,Gently Used,XXL,LA,3.91,7612.77,Company C,15.02,29243.94,"3 Partner Blvd, Company C Town, Region 03",Relief,General
3/11/2023,2970,Apparel,Coats,Brand B,Gently Used,L,Nashville,1,2970,Company E,13.13,38996.1,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
3/8/2023,3161,Footwear,Sneakers,Brand C,Gently Used,10,Chicago,3.01,9514.61,Company H,5.73,18112.53,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,General
3/25/2023,5362,Footwear,Sneakers,Brand A,Gently Used,12,Atlanta,636.23,3411465.26,Company E,14.41,77266.42,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
3/12/2023,1799,Apparel,Coats,Brand B,Gently Used,XL,Chicago,35.46,63792.54,Company F,0.62,1115.38,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
3/22/2023,1955,Apparel,Shirts,Generic,Gently Used,L,Nashville,18.89,36929.95,Company G,4.09,7995.95,"8 Partner Blvd, Company G Town, Region 08",Relief,Winter
3/26/2023,2835,Footwear,Boots,Brand C,Gently Used,9,Chicago,36.48,103420.8,Company J,2.72,7711.2,"11 Partner Blvd, Company J Town, Region 11",Micro-Enterprise,General
3/16/2023,1858,Apparel,Shirts,Brand C,Worn,S,LA,12.01,22314.58,Company F,2.9,5388.2,"6 Partner Blvd, Company F Town, Region 06",Relief,General
3/23/2023,2006,Footwear,Sneakers,Brand A,New,12,Chicago,3.61,7241.66,Company C,11.06,22186.36,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
3/5/2023,1665,Footwear,Boots,Brand A,Gently Used,11,NY,390.6,650349,Company F,2.99,4978.35,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
3/14/2023,4193,Apparel,Shirts,Brand A,New,XXL,LA,748.05,3136573.65,Company J,4.1,17191.3,"11 Partner Blvd, Company J Town, Region 11",Relief,Winter
3/6/2023,3757,Footwear,Sneakers,Brand B,New,5,NY,16.32,61314.24,Company C,14.19,53311.83,"3 Partner Blvd, Company C Town, Region 03",Relief,School
3/8/2023,1571,Apparel,Coats,Brand B,Gently Used,S,Nashville,0.2,314.2,Company E,15.92,25010.32,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
3/17/2023,4664,Footwear,Sneakers,Brand B,Worn,10,Atlanta,3.44,16044.16,Company F,3.87,18049.68,"6 Partner Blvd, Company F Town, Region 06",Relief,Winter
3/7/2023,3597,Footwear,Sneakers,Brand C,Gently Used,9,NY,33.36,119995.92,Company C,13.82,49710.54,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
3/14/2023,4043,Footwear,Sneakers,Generic,Gently Used,5,Nashville,3.92,15848.56,Company C,14.56,58866.08,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
3/11/2023,2383,Footwear,Sneakers,Brand C,Gently Used,11,NY,72.71,173267.93,Company E,9.73,23186.59,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
3/20/2023,3792,Apparel,Shirts,Brand C,Gently Used,S,Nashville,5.05,19149.6,Company C,16.02,60747.84,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
3/11/2023,2499,Apparel,Shirts,Generic,Gently Used,XL,Atlanta,2.05,5122.95,Company I,0.86,2149.14,"10 Partner Blvd, Company I Town, Region 10",Relief,General
3/15/2023,3421,Footwear,Sneakers,Brand C,Gently Used,11,Chicago,38.06,130203.26,Company C,17.62,60278.02,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
3/18/2023,4537,Footwear,Boots,Brand A,Gently Used,6,Atlanta,366.57,1663128.09,Company F,4.96,22503.52,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
3/14/2023,3398,Footwear,Boots,Generic,Gently Used,10,LA,233.8,794452.4,Company A,1.11,3771.78,"1 Partner Blvd, Company A Town, Region 01",Relief,Winter
3/28/2023,5277,Apparel,Shirts,Brand A,Gently Used,S,Atlanta,0.24,1266.48,Company C,17.63,93033.51,"3 Partner Blvd, Company C Town, Region 03",Relief,General
3/28/2023,5795,Footwear,Boots,Brand B,Gently Used,5,Chicago,12771.63,74011595.85,Company F,6.28,36392.6,"6 Partner Blvd, Company F Town, Region 06",Relief,General
3/15/2023,2366,Apparel,Coats,Brand C,Gently Used,XL,Chicago,3.39,8020.74,Company E,13.47,31870.02,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
3/9/2023,4278,Footwear,Sneakers,Brand A,Gently Used,8,Chicago,81751.89,349734585.4,Company E,12.7,54330.6,"5 Partner Blvd, Company E Town, Region 05",Relief,General
3/25/2023,3224,Footwear,Boots,Generic,Gently Used,7,Atlanta,4.65,14991.6,Company F,3.37,10864.88,"6 Partner Blvd, Company F Town, Region 06",Relief,General
3/25/2023,6884,Footwear,Boots,Brand A,Gently Used,8,LA,7.82,53832.88,Company H,4.96,34144.64,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,General
3/13/2023,2189,Footwear,Sneakers,Brand C,Gently Used,6,Nashville,0.02,43.78,Company F,3.58,7836.62,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
3/8/2023,2246,Apparel,Coats,Brand B,Worn,M,NY,51.77,116275.42,Company C,11.49,25806.54,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
3/19/2023,1686,Footwear,Sneakers,Brand B,Gently Used,7,Chicago,2095.4,3532844.4,Company L,12.37,20855.82,"13 Partner Blvd, Company L Town, Region 13",Relief,General
3/27/2023,1350,Footwear,Sneakers,Brand A,Gently Used,10,Nashville,1.12,1512,Company I,0.23,310.5,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,Winter
3/9/2023,2331,Apparel,Coats,Brand A,Gently Used,S,NY,167.16,389649.96,Company H,4.44,10349.64,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,School
3/9/2023,1904,Apparel,Shirts,Brand B,Gently Used,XXL,NY,38.98,74217.92,Company C,12.55,23895.2,"3 Partner Blvd, Company C Town, Region 03",Relief,General
3/12/2023,2536,Footwear,Sneakers,Brand C,Gently Used,11,NY,13.62,34540.32,Company K,13.15,33348.4,"12 Partner Blvd, Company K Town, Region 12",Micro-Enterprise,School
3/25/2023,2617,Apparel,Coats,Brand A,New,XXL,LA,3.05,7981.85,Company F,2.89,7563.13,"6 Partner Blvd, Company F Town, Region 06",Relief,School
3/7/2023,720,Apparel,Shirts,Generic,Gently Used,XXL,Nashville,1.71,1231.2,Company C,12.9,9288,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
3/21/2023,4241,Footwear,Boots,Brand B,Gently Used,8,LA,150.87,639839.67,Company F,5.39,22858.99,"6 Partner Blvd, Company F Town, Region 06",Relief,Winter
3/23/2023,5983,Apparel,Shirts,Brand B,Worn,XL,LA,0.11,658.13,Company F,4.11,24590.13,"6 Partner Blvd, Company F Town, Region 06",Relief,School
3/28/2023,3274,Footwear,Sneakers,Generic,Gently Used,9,Nashville,0.13,425.62,Company J,2.03,6646.22,"11 Partner Blvd, Company J Town, Region 11",Micro-Enterprise,School
3/23/2023,2248,Apparel,Coats,Brand C,Gently Used,M,NY,21.57,48489.36,Company E,15.8,35518.4,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
3/15/2023,4006,Footwear,Sneakers,Generic,Gently Used,9,Chicago,0.47,1882.82,Company I,3.26,13059.56,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,General
3/18/2023,2205,Apparel,Coats,Brand A,New,S,LA,1682.31,3709493.55,Company L,8.95,19734.75,"13 Partner Blvd, Company L Town, Region 13",Relief,Winter
3/21/2023,1104,Footwear,Sneakers,Brand A,Gently Used,5,Chicago,2.43,2682.72,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,Winter
3/11/2023,2822,Footwear,Sneakers,Brand B,Gently Used,11,Nashville,57.86,163280.92,Company C,13.45,37955.9,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
3/23/2023,2549,Apparel,Shirts,Generic,Gently Used,XXL,NY,0.53,1350.97,Company E,11.72,29874.28,"5 Partner Blvd, Company E Town, Region 05",Relief,School
3/27/2023,4649,Footwear,Sneakers,Generic,New,9,Atlanta,259.28,1205392.72,Company F,3.92,18224.08,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
3/16/2023,3135,Footwear,Sneakers,Brand B,Gently Used,7,Chicago,2.2,6897,Company F,6.25,19593.75,"6 Partner Blvd, Company F Town, Region 06",Relief,General
3/10/2023,1526,Footwear,Sneakers,Generic,Worn,11,NY,2.56,3906.56,Company F,8.06,12299.56,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,Winter
3/21/2023,4076,Footwear,Sneakers,Brand C,New,6,Atlanta,1.67,6806.92,Company C,15.96,65052.96,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
3/12/2023,4753,Footwear,Sneakers,Brand C,Gently Used,5,NY,18.5,87930.5,Company F,5.28,25095.84,"6 Partner Blvd, Company F Town, Region 06",Relief,General
3/25/2023,2906,Footwear,Boots,Generic,Gently Used,8,Nashville,109.35,317771.1,Company C,16.59,48210.54,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
3/9/2023,3292,Footwear,Sneakers,Brand A,Gently Used,11,Nashville,1.36,4477.12,Company F,4.31,14188.52,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,Winter
3/24/2023,2976,Footwear,Sneakers,Brand B,Gently Used,12,Nashville,13.32,39640.32,Company C,10.87,32349.12,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
3/24/2023,1999,Footwear,Boots,Brand A,Gently Used,7,LA,0.54,1079.46,Company L,8.48,16951.52,"13 Partner Blvd, Company L Town, Region 13",Relief,General
3/29/2023,2295,Apparel,Shirts,Generic,New,XL,Nashville,7.03,16133.85,Company G,3,6885,"8 Partner Blvd, Company G Town, Region 08",Relief,General
3/10/2023,8773,Apparel,Coats,Brand A,Gently Used,XL,Nashville,21.71,190461.83,Company H,2.65,23248.45,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,Winter
3/26/2023,2176,Footwear,Sneakers,Brand C,Gently Used,7,LA,342.88,746106.88,Company C,14.79,32183.04,"3 Partner Blvd, Company C Town, Region 03",Relief,General
3/18/2023,5102,Footwear,Sneakers,Generic,Gently Used,5,NY,2.4,12244.8,Company H,3.84,19591.68,"9 Partner Blvd, Company H Town, Region 09",Relief,Winter
3/27/2023,5122,Footwear,Boots,Generic,Worn,9,Nashville,13.26,67917.72,Company H,2.86,14648.92,"9 Partner Blvd, Company H Town, Region 09",Relief,General
3/8/2023,4958,Footwear,Boots,Brand C,Gently Used,7,Atlanta,17.37,86120.46,Company J,5.33,26426.14,"11 Partner Blvd, Company J Town, Region 11",Micro-Enterprise,General
3/31/2023,747,Apparel,Shirts,Brand A,Gently Used,M,LA,1.33,993.51,Company D,1.85,1381.95,"4 Partner Blvd, Company D Town, Region 04",Relief,School
3/15/2023,3771,Apparel,Shirts,Brand B,Gently Used,S,Atlanta,44.03,166037.13,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Relief,Winter
3/10/2023,3047,Footwear,Sneakers,Brand C,New,8,LA,0.05,152.35,Company L,11.55,35192.85,"13 Partner Blvd, Company L Town, Region 13",Relief,General
3/17/2023,3288,Footwear,Boots,Brand C,Gently Used,10,Atlanta,32.26,106070.88,Company J,1.07,3518.16,"11 Partner Blvd, Company J Town, Region 11",Micro-Enterprise,Winter
3/31/2023,2055,Footwear,Boots,Brand A,Gently Used,11,Atlanta,3.47,7130.85,Company F,4.41,9062.55,"6 Partner Blvd, Company F Town, Region 06",Relief,Winter
3/16/2023,1771,Footwear,Boots,Brand A,Gently Used,5,Chicago,1.23,2178.33,Company C,15.26,27025.46,"3 Partner Blvd, Company C Town, Region 03",Relief,General
3/26/2023,1651,Footwear,Sneakers,Brand B,Gently Used,10,LA,47.24,77993.24,Company G,4.52,7462.52,"8 Partner Blvd, Company G Town, Region 08",Micro-Enterprise,School
3/16/2023,1325,Footwear,Sneakers,Brand C,Gently Used,12,NY,575.84,762988,Company C,11.09,14694.25,"3 Partner Blvd, Company C Town, Region 03",Relief,School
3/28/2023,1428,Footwear,Sneakers,Brand A,Gently Used,11,NY,0.34,485.52,Company C,17.63,25175.64,"3 Partner Blvd, Company C Town, Region 03",Relief,General
3/20/2023,1957,Footwear,Sneakers,Brand A,Gently Used,11,NY,3.54,6927.78,Company E,18.11,35441.27,"5 Partner Blvd, Company E Town, Region 05",Relief,General
3/25/2023,3006,Footwear,Sneakers,Brand C,Gently Used,5,LA,1206.07,3625446.42,Company C,18.38,55250.28,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
3/13/2023,6907,Footwear,Boots,Brand B,New,6,NY,12.6,87028.2,Company C,16.99,117349.93,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
3/12/2023,10794,Footwear,Boots,Brand C,Gently Used,7,LA,1.11,11981.34,Company C,16.41,177129.54,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
3/25/2023,2769,Footwear,Sneakers,Brand C,Gently Used,6,Chicago,369.97,1024446.93,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,School
3/18/2023,2013,Apparel,Coats,Brand A,Gently Used,S,Chicago,21.5,43279.5,Company C,16.64,33496.32,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
3/21/2023,2410,Apparel,Shirts,Generic,Gently Used,S,LA,0.63,1518.3,Company H,4.87,11736.7,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,School
3/26/2023,2948,Footwear,Boots,Brand A,Worn,8,NY,62.41,183984.68,Company F,3.12,9197.76,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
3/13/2023,1512,Apparel,Coats,Brand B,New,XXL,Atlanta,0.91,1375.92,Company F,7.3,11037.6,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,Winter
3/27/2023,4138,Footwear,Sneakers,Brand A,Gently Used,10,LA,8.5,35173,Company J,3.37,13945.06,"11 Partner Blvd, Company J Town, Region 11",Relief,Winter
3/15/2023,3633,Footwear,Sneakers,Brand A,Worn,6,Chicago,547,1987251,Company C,16.79,60998.07,"3 Partner Blvd, Company C Town, Region 03",Relief,General
3/23/2023,1143,Apparel,Shirts,Generic,Worn,XXL,NY,1.12,1280.16,Company F,5.99,6846.57,"6 Partner Blvd, Company F Town, Region 06",Relief,General
3/14/2023,4415,Footwear,Boots,Brand B,Worn,12,LA,2.45,10816.75,Company C,14.65,64679.75,"3 Partner Blvd, Company C Town, Region 03",Relief,School
3/28/2023,3040,Footwear,Sneakers,Brand B,New,8,LA,21.91,66606.4,Company I,4.25,12920,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,Winter
3/17/2023,2894,Footwear,Sneakers,Brand B,New,9,Nashville,130.61,377985.34,Company A,1.66,4804.04,"1 Partner Blvd, Company A Town, Region 01",Relief,School
3/27/2023,3919,Footwear,Boots,Brand A,Gently Used,9,Chicago,11.12,43579.28,Company C,13.1,51338.9,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
3/25/2023,2647,Footwear,Sneakers,Brand C,Gently Used,7,NY,7.79,20620.13,Company E,13.72,36316.84,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
3/19/2023,3261,Footwear,Boots,Generic,New,11,LA,9.82,32023.02,Company H,7.62,24848.82,"9 Partner Blvd, Company H Town, Region 09",Relief,Winter
3/30/2023,5714,Footwear,Sneakers,Brand B,Gently Used,5,NY,192.05,1097373.7,Company K,14.95,85424.3,"12 Partner Blvd, Company K Town, Region 12",Micro-Enterprise,General
3/27/2023,1927,Footwear,Sneakers,Brand C,Gently Used,5,NY,36.95,71202.65,Company C,13.79,26573.33,"3 Partner Blvd, Company C Town, Region 03",Relief,School
3/18/2023,2961,Footwear,Sneakers,Brand A,Gently Used,12,Atlanta,42.3,125250.3,Company K,12.93,38285.73,"12 Partner Blvd, Company K Town, Region 12",Relief,General
3/19/2023,1665,Footwear,Sneakers,Brand B,Gently Used,9,LA,54.79,91225.35,Company E,12.18,20279.7,"5 Partner Blvd, Company E Town, Region 05",Relief,General
4/1/2023,4510,Footwear,Boots,Generic,Gently Used,10,LA,0.32,1443.2,Company E,13.33,60118.3,"5 Partner Blvd, Company E Town, Region 05",Relief,School
3/23/2023,1298,Apparel,Coats,Brand C,Gently Used,S,Atlanta,64.73,84019.54,Company E,13.37,17354.26,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
3/27/2023,1052,Apparel,Shirts,Generic,Gently Used,L,Atlanta,522.94,550132.88,Company F,2,2104,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
3/30/2023,2092,Apparel,Shirts,Generic,Gently Used,XL,Nashville,28.82,60291.44,Company J,3.38,7070.96,"11 Partner Blvd, Company J Town, Region 11",Relief,Winter
