Date,Vendor,Quantity,Product_Type,Category,Brand,Grade,Size,Warehouse,Vendor_Address,GIK_Per_Unit,Total_GIK
2/3/2023,Company 11,3076,Apparel,Shirts,Brand B,Gently Used,XXL,Nashville,"12 Fictional St, Company 11 City, State 12",33.76,103845.76
2/4/2023,Company 8,2223,Footwear,Sneakers,Generic,Gently Used,6,Nashville,"9 Fictional St, Company 8 City, State 09",123.89,275407.47
2/4/2023,Everything Else,1449,Footwear,Sneakers,Generic,Gently Used,11,Chicago,"1 Fictional St, Everything Else City, State 01",1.11,1608.39
2/4/2023,Everything Else,3592,Footwear,Boots,Brand B,Gently Used,9,LA,"1 Fictional St, Everything Else City, State 01",1.43,5136.56
2/4/2023,Everything Else,3183,Apparel,Coats,Brand A,Worn,L,Nashville,"1 Fictional St, Everything Else City, State 01",339.28,1079928.24
2/4/2023,Everything Else,5702,Apparel,Coats,Brand C,Gently Used,S,Chicago,"1 Fictional St, Everything Else City, State 01",19.75,112614.5
2/4/2023,Everything Else,1943,Footwear,Sneakers,Brand C,New,6,NY,"1 Fictional St, Everything Else City, State 01",0.09,174.87
2/4/2023,Everything Else,5021,Footwear,Sneakers,Brand C,Gently Used,10,LA,"1 Fictional St, Everything Else City, State 01",140.28,704345.88
2/4/2023,Company 8,4697,Footwear,Boots,Generic,Gently Used,7,Nashville,"9 Fictional St, Company 8 City, State 09",586.04,2752629.88
2/4/2023,Everything Else,4247,Footwear,Boots,Brand B,Gently Used,6,Nashville,"1 Fictional St, Everything Else City, State 01",2.92,12401.24
2/4/2023,Company 8,7301,Footwear,Sneakers,Brand C,Gently Used,7,Chicago,"9 Fictional St, Company 8 City, State 09",3.09,22560.09
2/4/2023,Everything Else,1266,Footwear,Sneakers,Brand A,New,12,Atlanta,"1 Fictional St, Everything Else City, State 01",5634.2,7132897.2
2/5/2023,Everything Else,1500,Footwear,Boots,Brand B,New,12,Nashville,"1 Fictional St, Everything Else City, State 01",16.04,24060
2/5/2023,Everything Else,3322,Apparel,Coats,Brand A,Gently Used,L,NY,"1 Fictional St, Everything Else City, State 01",324.64,1078454.08
2/5/2023,Company 11,2978,Footwear,Boots,Brand A,Gently Used,11,LA,"12 Fictional St, Company 11 City, State 12",13.64,40619.92
2/5/2023,Everything Else,1648,Footwear,Boots,Brand B,Gently Used,8,LA,"1 Fictional St, Everything Else City, State 01",36.2,59657.6
2/5/2023,Company 3,2720,Apparel,Coats,Brand A,New,S,LA,"4 Fictional St, Company 3 City, State 04",0.03,81.6
2/5/2023,Company 11,4042,Footwear,Sneakers,Generic,Gently Used,8,NY,"12 Fictional St, Company 11 City, State 12",23.28,94097.76
2/5/2023,Company 10,2008,Apparel,Shirts,Brand A,Gently Used,XL,Nashville,"11 Fictional St, Company 10 City, State 11",0.3,602.4
2/5/2023,Company 14,1807,Footwear,Sneakers,Brand A,New,8,NY,"15 Fictional St, Company 14 City, State 15",666.8,1204907.6
2/5/2023,Company 5,1843,Footwear,Sneakers,Brand B,Gently Used,7,LA,"6 Fictional St, Company 5 City, State 06",45.58,84003.94
2/5/2023,Everything Else,2090,Footwear,Sneakers,Brand C,Gently Used,6,Chicago,"1 Fictional St, Everything Else City, State 01",0.74,1546.6
2/5/2023,Everything Else,2485,Apparel,Coats,Brand C,Gently Used,XXL,Chicago,"1 Fictional St, Everything Else City, State 01",40.59,100866.15
2/5/2023,Company 15,3040,Footwear,Boots,Brand A,Gently Used,12,Nashville,"16 Fictional St, Company 15 City, State 16",1.42,4316.8
2/6/2023,Company 3,6183,Footwear,Sneakers,Brand B,Gently Used,6,Nashville,"4 Fictional St, Company 3 City, State 04",177.84,1099584.72
2/6/2023,Everything Else,3927,Footwear,Sneakers,Brand C,Gently Used,12,Chicago,"1 Fictional St, Everything Else City, State 01",5.14,20184.78
2/6/2023,Company 7,2934,Apparel,Shirts,Brand C,Worn,S,Nashville,"8 Fictional St, Company 7 City, State 08",4.94,14493.96
2/6/2023,Company 1,1249,Footwear,Sneakers,Brand B,Gently Used,12,Chicago,"2 Fictional St, Company 1 City, State 02",4099.17,5119863.33
2/6/2023,Company 3,2121,Footwear,Sneakers,Brand B,Gently Used,11,NY,"4 Fictional St, Company 3 City, State 04",109.67,232610.07
2/6/2023,Everything Else,698,Apparel,Shirts,Brand A,Gently Used,XL,Nashville,"1 Fictional St, Everything Else City, State 01",22.01,15362.98
2/6/2023,Everything Else,5294,Apparel,Coats,Brand A,Gently Used,L,Nashville,"1 Fictional St, Everything Else City, State 01",1526.86,8083196.84
2/6/2023,Everything Else,1253,Footwear,Sneakers,Brand A,Gently Used,8,Atlanta,"1 Fictional St, Everything Else City, State 01",953.55,1194798.15
2/6/2023,Everything Else,2503,Footwear,Sneakers,Brand B,Gently Used,11,NY,"1 Fictional St, Everything Else City, State 01",0.01,25.03
2/6/2023,Everything Else,6211,Footwear,Sneakers,Brand A,Gently Used,7,NY,"1 Fictional St, Everything Else City, State 01",15.06,93537.66
2/7/2023,Company 4,4623,Footwear,Boots,Brand B,Gently Used,10,Chicago,"5 Fictional St, Company 4 City, State 05",107.9,498821.7
2/7/2023,Company 8,1966,Apparel,Coats,Generic,Gently Used,L,Atlanta,"9 Fictional St, Company 8 City, State 09",402.44,791197.04
2/7/2023,Everything Else,2820,Footwear,Boots,Generic,Gently Used,11,Atlanta,"1 Fictional St, Everything Else City, State 01",338.19,953695.8
2/7/2023,Everything Else,3092,Footwear,Boots,Brand A,Gently Used,10,Chicago,"1 Fictional St, Everything Else City, State 01",0.1,309.2
2/7/2023,Company 3,1847,Footwear,Sneakers,Brand A,New,6,Nashville,"4 Fictional St, Company 3 City, State 04",5.52,10195.44
2/7/2023,Company 11,1733,Apparel,Shirts,Brand A,Gently Used,S,Chicago,"12 Fictional St, Company 11 City, State 12",335.6,581594.8
2/7/2023,Everything Else,3613,Footwear,Boots,Brand B,Gently Used,10,Nashville,"1 Fictional St, Everything Else City, State 01",216.9,783659.7
2/7/2023,Everything Else,1698,Footwear,Sneakers,Brand A,New,5,Atlanta,"1 Fictional St, Everything Else City, State 01",110.87,188257.26
2/7/2023,Company 8,3146,Footwear,Boots,Brand B,Gently Used,9,Atlanta,"9 Fictional St, Company 8 City, State 09",0.15,471.9
2/7/2023,Everything Else,2382,Apparel,Coats,Brand C,Gently Used,S,Nashville,"1 Fictional St, Everything Else City, State 01",794.47,1892427.54
2/7/2023,Company 8,1791,Footwear,Sneakers,Brand C,Gently Used,10,Nashville,"9 Fictional St, Company 8 City, State 09",9.28,16620.48
2/7/2023,Company 12,1774,Apparel,Coats,Brand B,Gently Used,XL,Atlanta,"13 Fictional St, Company 12 City, State 13",1254.46,2225412.04
2/7/2023,Everything Else,768,Footwear,Sneakers,Brand B,Gently Used,9,NY,"1 Fictional St, Everything Else City, State 01",37.18,28554.24
2/7/2023,Everything Else,1941,Footwear,Sneakers,Brand A,New,11,NY,"1 Fictional St, Everything Else City, State 01",1.33,2581.53
2/7/2023,Company 15,4062,Footwear,Boots,Generic,Worn,7,Nashville,"16 Fictional St, Company 15 City, State 16",5.94,24128.28
2/8/2023,Company 14,1104,Apparel,Coats,Generic,Gently Used,L,LA,"15 Fictional St, Company 14 City, State 15",90.11,99481.44
2/8/2023,Company 14,4363,Apparel,Shirts,Brand B,Gently Used,XL,NY,"15 Fictional St, Company 14 City, State 15",7.98,34816.74
2/8/2023,Company 5,1585,Footwear,Boots,Brand C,Gently Used,9,NY,"6 Fictional St, Company 5 City, State 06",460.89,730510.65
2/8/2023,Everything Else,5120,Footwear,Boots,Brand C,Gently Used,6,Atlanta,"1 Fictional St, Everything Else City, State 01",66.42,340070.4
2/8/2023,Company 5,5529,Footwear,Sneakers,Generic,Gently Used,7,NY,"6 Fictional St, Company 5 City, State 06",12.67,70052.43
2/8/2023,Company 3,2266,Apparel,Coats,Brand B,Gently Used,XXL,LA,"4 Fictional St, Company 3 City, State 04",0.06,135.96
2/8/2023,Company 11,1192,Footwear,Sneakers,Generic,Gently Used,5,Nashville,"12 Fictional St, Company 11 City, State 12",32.13,38298.96
2/8/2023,Everything Else,2158,Footwear,Boots,Brand A,Gently Used,5,Chicago,"1 Fictional St, Everything Else City, State 01",1.5,3237
2/8/2023,Company 3,1816,Footwear,Sneakers,Brand A,Gently Used,9,NY,"4 Fictional St, Company 3 City, State 04",97.56,177168.96
2/8/2023,Everything Else,4096,Footwear,Sneakers,Brand C,New,10,Atlanta,"1 Fictional St, Everything Else City, State 01",0.17,696.32
2/8/2023,Company 11,6003,Apparel,Shirts,Brand B,Gently Used,XXL,Atlanta,"12 Fictional St, Company 11 City, State 12",275.65,1654726.95
2/8/2023,Everything Else,1612,Footwear,Sneakers,Brand A,Gently Used,9,LA,"1 Fictional St, Everything Else City, State 01",207.04,333748.48
2/8/2023,Company 2,5095,Footwear,Sneakers,Brand B,Gently Used,8,LA,"3 Fictional St, Company 2 City, State 03",18559.3,94559633.5
2/8/2023,Everything Else,2631,Footwear,Sneakers,Brand A,Gently Used,7,NY,"1 Fictional St, Everything Else City, State 01",0.01,26.31
2/8/2023,Company 3,3133,Footwear,Sneakers,Brand A,Gently Used,8,Chicago,"4 Fictional St, Company 3 City, State 04",23.05,72215.65
2/8/2023,Everything Else,4681,Footwear,Sneakers,Brand B,Gently Used,9,LA,"1 Fictional St, Everything Else City, State 01",0.04,187.24
2/8/2023,Everything Else,3604,Footwear,Sneakers,Brand A,Worn,10,Chicago,"1 Fictional St, Everything Else City, State 01",58.69,211518.76
2/8/2023,Company 14,3760,Footwear,Sneakers,Brand C,Gently Used,7,Nashville,"15 Fictional St, Company 14 City, State 15",2783.73,10466824.8
2/8/2023,Company 4,1850,Footwear,Boots,Brand B,Worn,7,Nashville,"5 Fictional St, Company 4 City, State 05",40.57,75054.5
2/8/2023,Company 3,1513,Footwear,Sneakers,Brand C,Gently Used,12,Atlanta,"4 Fictional St, Company 3 City, State 04",117.23,177368.99
2/8/2023,Company 11,3050,Footwear,Boots,Brand C,New,6,NY,"12 Fictional St, Company 11 City, State 12",21.52,65636
2/8/2023,Everything Else,884,Footwear,Boots,Generic,Gently Used,9,LA,"1 Fictional St, Everything Else City, State 01",200.49,177233.16
2/8/2023,Company 11,4308,Footwear,Sneakers,Brand A,Gently Used,7,Atlanta,"12 Fictional St, Company 11 City, State 12",2366.21,10193632.68
2/8/2023,Company 9,2466,Footwear,Boots,Generic,Gently Used,5,NY,"10 Fictional St, Company 9 City, State 10",15.73,38790.18
2/9/2023,Company 14,2628,Footwear,Sneakers,Brand A,Gently Used,12,Atlanta,"15 Fictional St, Company 14 City, State 15",9.12,23967.36
2/9/2023,Company 9,2419,Footwear,Sneakers,Brand C,Gently Used,11,NY,"10 Fictional St, Company 9 City, State 10",14.88,35994.72
2/9/2023,Company 4,3081,Footwear,Sneakers,Brand A,Gently Used,10,LA,"5 Fictional St, Company 4 City, State 05",43.4,133715.4
2/9/2023,Everything Else,3967,Apparel,Shirts,Brand A,New,L,LA,"1 Fictional St, Everything Else City, State 01",100.6,399080.2
2/9/2023,Everything Else,5630,Apparel,Shirts,Brand B,Gently Used,XXL,NY,"1 Fictional St, Everything Else City, State 01",72.59,408681.7
2/9/2023,Company 3,1669,Footwear,Boots,Generic,Gently Used,10,Chicago,"4 Fictional St, Company 3 City, State 04",184.94,308664.86
2/9/2023,Everything Else,2555,Footwear,Sneakers,Generic,Gently Used,8,Chicago,"1 Fictional St, Everything Else City, State 01",17.8,45479
2/9/2023,Company 5,5641,Footwear,Sneakers,Brand A,Gently Used,9,Chicago,"6 Fictional St, Company 5 City, State 06",2.53,14271.73
2/10/2023,Company 14,1233,Footwear,Sneakers,Generic,Gently Used,10,Chicago,"15 Fictional St, Company 14 City, State 15",23.67,29185.11
2/10/2023,Company 4,1541,Footwear,Sneakers,Brand B,Worn,12,NY,"5 Fictional St, Company 4 City, State 05",94.85,146163.85
2/10/2023,Company 15,2527,Footwear,Boots,Brand B,Gently Used,11,Atlanta,"16 Fictional St, Company 15 City, State 16",2.29,5786.83
2/10/2023,Everything Else,2025,Footwear,Sneakers,Generic,Gently Used,10,LA,"1 Fictional St, Everything Else City, State 01",5.96,12069
2/10/2023,Company 15,2016,Footwear,Sneakers,Brand C,Gently Used,10,Chicago,"16 Fictional St, Company 15 City, State 16",17.88,36046.08
2/10/2023,Company 13,5715,Footwear,Sneakers,Generic,Gently Used,12,NY,"14 Fictional St, Company 13 City, State 14",0.95,5429.25
2/10/2023,Everything Else,7572,Footwear,Sneakers,Brand A,Gently Used,5,Chicago,"1 Fictional St, Everything Else City, State 01",17.04,129026.88
2/10/2023,Company 14,2463,Footwear,Sneakers,Brand A,Gently Used,7,Nashville,"15 Fictional St, Company 14 City, State 15",2,4926
2/10/2023,Company 4,2684,Footwear,Sneakers,Generic,Gently Used,12,LA,"5 Fictional St, Company 4 City, State 05",11.59,31107.56
2/10/2023,Company 2,2046,Footwear,Sneakers,Brand B,Gently Used,5,Nashville,"3 Fictional St, Company 2 City, State 03",126.3,258409.8
2/10/2023,Everything Else,2947,Footwear,Sneakers,Brand B,Gently Used,12,Atlanta,"1 Fictional St, Everything Else City, State 01",37.03,109127.41
2/10/2023,Company 3,1317,Apparel,Shirts,Brand A,Gently Used,S,Nashville,"4 Fictional St, Company 3 City, State 04",1.57,2067.69
2/10/2023,Everything Else,3110,Footwear,Boots,Brand C,Gently Used,7,Atlanta,"1 Fictional St, Everything Else City, State 01",17.9,55669
2/10/2023,Company 3,3574,Apparel,Shirts,Brand A,Gently Used,S,LA,"4 Fictional St, Company 3 City, State 04",2.03,7255.22
2/10/2023,Everything Else,1771,Footwear,Sneakers,Brand A,Gently Used,10,LA,"1 Fictional St, Everything Else City, State 01",4.96,8784.16
2/10/2023,Everything Else,3424,Footwear,Boots,Generic,Worn,7,Nashville,"1 Fictional St, Everything Else City, State 01",2545.89,8717127.36
2/10/2023,Everything Else,7302,Apparel,Coats,Generic,New,L,Chicago,"1 Fictional St, Everything Else City, State 01",92.37,674485.74
2/11/2023,Everything Else,2791,Footwear,Boots,Generic,Worn,10,Atlanta,"1 Fictional St, Everything Else City, State 01",12.8,35724.8
2/11/2023,Company 15,3885,Apparel,Coats,Brand B,Gently Used,XL,Nashville,"16 Fictional St, Company 15 City, State 16",35.32,137218.2
2/11/2023,Company 11,2094,Footwear,Sneakers,Brand A,Gently Used,9,LA,"12 Fictional St, Company 11 City, State 12",0.02,41.88
2/11/2023,Company 3,5423,Footwear,Sneakers,Brand A,Gently Used,10,LA,"4 Fictional St, Company 3 City, State 04",345.81,1875327.63
2/11/2023,Everything Else,2071,Footwear,Sneakers,Generic,New,7,Chicago,"1 Fictional St, Everything Else City, State 01",6.1,12633.1
2/11/2023,Everything Else,3360,Footwear,Sneakers,Generic,Gently Used,9,NY,"1 Fictional St, Everything Else City, State 01",1.85,6216
2/11/2023,Everything Else,2734,Footwear,Sneakers,Brand C,New,9,Chicago,"1 Fictional St, Everything Else City, State 01",7.13,19493.42
2/12/2023,Everything Else,2444,Footwear,Sneakers,Brand B,Gently Used,9,Nashville,"1 Fictional St, Everything Else City, State 01",18.13,44309.72
2/12/2023,Company 8,3136,Footwear,Sneakers,Brand C,Gently Used,12,NY,"9 Fictional St, Company 8 City, State 09",0.77,2414.72
2/12/2023,Everything Else,1004,Footwear,Boots,Generic,Gently Used,6,Nashville,"1 Fictional St, Everything Else City, State 01",1.12,1124.48
2/12/2023,Company 9,4374,Apparel,Shirts,Generic,Gently Used,M,Nashville,"10 Fictional St, Company 9 City, State 10",29.17,127589.58
2/12/2023,Everything Else,1147,Footwear,Sneakers,Generic,New,5,NY,"1 Fictional St, Everything Else City, State 01",21.67,24855.49
2/12/2023,Everything Else,2443,Apparel,Coats,Brand C,Worn,L,Nashville,"1 Fictional St, Everything Else City, State 01",131.57,321425.51
2/12/2023,Company 9,5426,Footwear,Sneakers,Brand B,New,9,LA,"10 Fictional St, Company 9 City, State 10",4.74,25719.24
2/12/2023,Company 8,3046,Footwear,Boots,Brand B,Gently Used,9,Nashville,"9 Fictional St, Company 8 City, State 09",39.23,119494.58
2/12/2023,Everything Else,2659,Apparel,Coats,Brand C,Gently Used,L,NY,"1 Fictional St, Everything Else City, State 01",83.15,221095.85
2/12/2023,Everything Else,3179,Footwear,Sneakers,Brand B,Gently Used,7,Nashville,"1 Fictional St, Everything Else City, State 01",4.13,13129.27
2/12/2023,Company 14,1781,Footwear,Boots,Brand B,Gently Used,9,Chicago,"15 Fictional St, Company 14 City, State 15",106.63,189908.03
2/13/2023,Company 4,4324,Apparel,Coats,Generic,New,S,Atlanta,"5 Fictional St, Company 4 City, State 05",4.59,19847.16
2/13/2023,Company 5,852,Footwear,Boots,Brand B,Gently Used,6,LA,"6 Fictional St, Company 5 City, State 06",2.24,1908.48
2/13/2023,Company 3,412,Apparel,Coats,Generic,Gently Used,S,Chicago,"4 Fictional St, Company 3 City, State 04",0.26,107.12
2/13/2023,Company 8,1344,Footwear,Sneakers,Generic,New,9,Atlanta,"9 Fictional St, Company 8 City, State 09",6.71,9018.24
2/13/2023,Company 5,2865,Footwear,Boots,Generic,Gently Used,5,Nashville,"6 Fictional St, Company 5 City, State 06",31.11,89130.15
2/13/2023,Company 3,4566,Footwear,Sneakers,Brand C,Gently Used,5,Chicago,"4 Fictional St, Company 3 City, State 04",0.42,1917.72
2/13/2023,Company 9,5055,Apparel,Coats,Brand C,New,M,Atlanta,"10 Fictional St, Company 9 City, State 10",0.96,4852.8
2/13/2023,Everything Else,771,Footwear,Sneakers,Brand C,Gently Used,6,Atlanta,"1 Fictional St, Everything Else City, State 01",14.02,10809.42
2/14/2023,Company 13,3371,Footwear,Boots,Brand B,Gently Used,6,Atlanta,"14 Fictional St, Company 13 City, State 14",1300.69,4384625.99
2/14/2023,Company 3,2366,Footwear,Sneakers,Generic,New,7,Atlanta,"4 Fictional St, Company 3 City, State 04",0.48,1135.68
2/14/2023,Everything Else,2670,Footwear,Sneakers,Brand C,Gently Used,7,Atlanta,"1 Fictional St, Everything Else City, State 01",44.68,119295.6
2/14/2023,Everything Else,2944,Footwear,Sneakers,Brand B,Gently Used,6,NY,"1 Fictional St, Everything Else City, State 01",2.87,8449.28
2/14/2023,Everything Else,2607,Footwear,Sneakers,Brand B,Gently Used,11,Nashville,"1 Fictional St, Everything Else City, State 01",18.79,48985.53
2/14/2023,Everything Else,3213,Footwear,Boots,Brand B,Gently Used,9,LA,"1 Fictional St, Everything Else City, State 01",1.8,5783.4
2/14/2023,Everything Else,3011,Footwear,Sneakers,Generic,Gently Used,5,Chicago,"1 Fictional St, Everything Else City, State 01",93.68,282070.48
2/14/2023,Company 3,4464,Footwear,Sneakers,Brand A,Gently Used,6,Nashville,"4 Fictional St, Company 3 City, State 04",2.09,9329.76
2/14/2023,Company 3,3540,Apparel,Coats,Brand A,Worn,XXL,Nashville,"4 Fictional St, Company 3 City, State 04",1.11,3929.4
2/14/2023,Company 4,4085,Apparel,Coats,Brand C,Worn,S,Atlanta,"5 Fictional St, Company 4 City, State 05",1.51,6168.35
2/15/2023,Everything Else,2688,Footwear,Sneakers,Brand A,Worn,11,NY,"1 Fictional St, Everything Else City, State 01",35.66,95854.08
2/15/2023,Company 4,2859,Footwear,Boots,Brand B,Gently Used,6,Nashville,"5 Fictional St, Company 4 City, State 05",5.14,14695.26
2/15/2023,Company 11,2742,Apparel,Coats,Brand A,New,XL,Atlanta,"12 Fictional St, Company 11 City, State 12",0.06,164.52
2/15/2023,Everything Else,2927,Footwear,Sneakers,Brand A,Gently Used,10,NY,"1 Fictional St, Everything Else City, State 01",0.04,117.08
2/15/2023,Everything Else,1592,Apparel,Coats,Generic,Gently Used,XXL,LA,"1 Fictional St, Everything Else City, State 01",0.22,350.24
2/15/2023,Company 3,2700,Footwear,Sneakers,Brand B,Gently Used,8,LA,"4 Fictional St, Company 3 City, State 04",1538.44,4153788
2/15/2023,Everything Else,1700,Footwear,Boots,Brand B,Gently Used,10,Atlanta,"1 Fictional St, Everything Else City, State 01",0.02,34
2/15/2023,Company 3,2087,Footwear,Boots,Brand C,Gently Used,6,Nashville,"4 Fictional St, Company 3 City, State 04",4.39,9161.93
2/15/2023,Everything Else,3751,Footwear,Boots,Brand B,Worn,5,Nashville,"1 Fictional St, Everything Else City, State 01",469.02,1759294.02
2/15/2023,Everything Else,3356,Footwear,Sneakers,Generic,Gently Used,5,Nashville,"1 Fictional St, Everything Else City, State 01",110.54,370972.24
2/15/2023,Company 5,3075,Apparel,Coats,Brand C,Gently Used,XXL,Atlanta,"6 Fictional St, Company 5 City, State 06",0.03,92.25
2/15/2023,Everything Else,3512,Footwear,Boots,Generic,Gently Used,10,NY,"1 Fictional St, Everything Else City, State 01",7.07,24829.84
2/15/2023,Company 15,3793,Apparel,Coats,Brand A,Gently Used,M,Atlanta,"16 Fictional St, Company 15 City, State 16",2.14,8117.02
2/15/2023,Company 8,4548,Apparel,Coats,Brand C,Gently Used,M,Nashville,"9 Fictional St, Company 8 City, State 09",0.08,363.84
2/15/2023,Everything Else,2067,Apparel,Coats,Brand B,Gently Used,M,Nashville,"1 Fictional St, Everything Else City, State 01",0.29,599.43
2/15/2023,Company 4,1138,Apparel,Shirts,Generic,New,M,Atlanta,"5 Fictional St, Company 4 City, State 05",0.53,603.14
2/15/2023,Company 4,1935,Apparel,Coats,Brand A,Gently Used,L,Atlanta,"5 Fictional St, Company 4 City, State 05",17.4,33669
2/16/2023,Company 3,1382,Apparel,Coats,Brand A,Gently Used,XXL,Nashville,"4 Fictional St, Company 3 City, State 04",0.89,1229.98
2/16/2023,Everything Else,2400,Apparel,Shirts,Brand A,Gently Used,XL,Chicago,"1 Fictional St, Everything Else City, State 01",8.12,19488
2/16/2023,Everything Else,1344,Footwear,Boots,Brand C,Gently Used,10,LA,"1 Fictional St, Everything Else City, State 01",277.26,372637.44
2/16/2023,Company 4,2095,Footwear,Sneakers,Generic,New,5,NY,"5 Fictional St, Company 4 City, State 05",7.47,15649.65
2/16/2023,Everything Else,3261,Apparel,Coats,Brand A,New,L,NY,"1 Fictional St, Everything Else City, State 01",23.13,75426.93
2/16/2023,Company 3,4383,Footwear,Sneakers,Brand B,Gently Used,7,LA,"4 Fictional St, Company 3 City, State 04",1350.34,5918540.22
2/16/2023,Everything Else,2319,Footwear,Sneakers,Brand A,Worn,12,LA,"1 Fictional St, Everything Else City, State 01",0.39,904.41
2/16/2023,Company 8,717,Footwear,Sneakers,Brand A,Worn,6,LA,"9 Fictional St, Company 8 City, State 09",15.52,11127.84
2/16/2023,Company 14,4856,Apparel,Coats,Brand C,Gently Used,XXL,NY,"15 Fictional St, Company 14 City, State 15",582.5,2828620
2/16/2023,Everything Else,3299,Apparel,Shirts,Brand A,New,L,Atlanta,"1 Fictional St, Everything Else City, State 01",1.15,3793.85
2/16/2023,Everything Else,6283,Apparel,Coats,Brand B,Gently Used,M,Atlanta,"1 Fictional St, Everything Else City, State 01",0.58,3644.14
2/16/2023,Everything Else,2562,Footwear,Sneakers,Brand A,New,10,Chicago,"1 Fictional St, Everything Else City, State 01",9.58,24543.96
2/16/2023,Everything Else,1352,Footwear,Sneakers,Brand B,Gently Used,10,NY,"1 Fictional St, Everything Else City, State 01",9190.11,12425028.72
2/16/2023,Everything Else,1815,Footwear,Boots,Brand A,Gently Used,9,NY,"1 Fictional St, Everything Else City, State 01",926.95,1682414.25
2/16/2023,Everything Else,3604,Apparel,Coats,Generic,Gently Used,L,NY,"1 Fictional St, Everything Else City, State 01",29.81,107435.24
2/16/2023,Company 2,1461,Footwear,Sneakers,Brand B,Gently Used,5,Nashville,"3 Fictional St, Company 2 City, State 03",1314.41,1920353.01
2/16/2023,Company 14,3128,Footwear,Sneakers,Brand B,Gently Used,9,LA,"15 Fictional St, Company 14 City, State 15",0.22,688.16
2/16/2023,Everything Else,3290,Footwear,Sneakers,Brand C,Gently Used,9,Chicago,"1 Fictional St, Everything Else City, State 01",1.95,6415.5
2/17/2023,Everything Else,4121,Apparel,Coats,Generic,Gently Used,L,LA,"1 Fictional St, Everything Else City, State 01",2.85,11744.85
2/17/2023,Company 11,4241,Footwear,Sneakers,Brand B,New,11,LA,"12 Fictional St, Company 11 City, State 12",29.55,125321.55
2/17/2023,Everything Else,2580,Footwear,Sneakers,Brand C,Worn,7,Nashville,"1 Fictional St, Everything Else City, State 01",0.04,103.2
2/17/2023,Everything Else,2440,Apparel,Coats,Brand C,Gently Used,M,Chicago,"1 Fictional St, Everything Else City, State 01",1.48,3611.2
2/17/2023,Everything Else,3155,Footwear,Sneakers,Generic,Gently Used,11,LA,"1 Fictional St, Everything Else City, State 01",14.55,45905.25
2/17/2023,Company 3,4013,Apparel,Shirts,Generic,Gently Used,XXL,Atlanta,"4 Fictional St, Company 3 City, State 04",2293.66,9204457.58
2/17/2023,Everything Else,3784,Apparel,Coats,Brand C,Gently Used,S,LA,"1 Fictional St, Everything Else City, State 01",0.36,1362.24
2/18/2023,Company 9,2317,Footwear,Sneakers,Generic,New,12,NY,"10 Fictional St, Company 9 City, State 10",180.06,417199.02
2/18/2023,Company 14,3210,Apparel,Coats,Generic,Gently Used,M,NY,"15 Fictional St, Company 14 City, State 15",2.49,7992.9
2/18/2023,Everything Else,2666,Apparel,Shirts,Brand B,Worn,M,Atlanta,"1 Fictional St, Everything Else City, State 01",67.03,178701.98
2/18/2023,Everything Else,1563,Footwear,Sneakers,Brand C,New,8,Nashville,"1 Fictional St, Everything Else City, State 01",3.76,5876.88
2/18/2023,Company 5,3254,Footwear,Sneakers,Brand C,Gently Used,10,Chicago,"6 Fictional St, Company 5 City, State 06",38.75,126092.5
2/18/2023,Everything Else,4839,Footwear,Sneakers,Brand B,New,9,LA,"1 Fictional St, Everything Else City, State 01",1210.14,5855867.46
2/18/2023,Company 13,2442,Apparel,Coats,Brand C,Worn,XL,Atlanta,"14 Fictional St, Company 13 City, State 14",7.07,17264.94
2/19/2023,Everything Else,2514,Footwear,Sneakers,Brand B,Gently Used,6,Chicago,"1 Fictional St, Everything Else City, State 01",0.48,1206.72
2/19/2023,Everything Else,6351,Footwear,Boots,Brand C,New,9,LA,"1 Fictional St, Everything Else City, State 01",19.76,125495.76
2/19/2023,Company 10,1141,Footwear,Sneakers,Generic,Gently Used,5,NY,"11 Fictional St, Company 10 City, State 11",42.3,48264.3
2/19/2023,Everything Else,1331,Footwear,Sneakers,Brand C,New,8,Nashville,"1 Fictional St, Everything Else City, State 01",12.64,16823.84
2/19/2023,Company 3,3333,Apparel,Coats,Brand B,Worn,XXL,Nashville,"4 Fictional St, Company 3 City, State 04",329.46,1098090.18
2/19/2023,Company 14,3321,Footwear,Sneakers,Generic,New,7,NY,"15 Fictional St, Company 14 City, State 15",12.55,41678.55
2/19/2023,Company 3,1769,Apparel,Coats,Brand A,Gently Used,M,NY,"4 Fictional St, Company 3 City, State 04",5.32,9411.08
2/20/2023,Company 4,1351,Footwear,Sneakers,Brand C,Worn,6,Atlanta,"5 Fictional St, Company 4 City, State 05",17.39,23493.89
2/20/2023,Company 9,2928,Apparel,Shirts,Brand B,Gently Used,M,NY,"10 Fictional St, Company 9 City, State 10",27.64,80929.92
2/20/2023,Everything Else,3146,Footwear,Boots,Generic,New,12,Chicago,"1 Fictional St, Everything Else City, State 01",28.14,88528.44
2/20/2023,Everything Else,2401,Apparel,Coats,Brand B,New,L,NY,"1 Fictional St, Everything Else City, State 01",287.32,689855.32
2/20/2023,Everything Else,1724,Footwear,Sneakers,Brand B,Gently Used,5,Atlanta,"1 Fictional St, Everything Else City, State 01",211.45,364539.8
2/20/2023,Everything Else,1645,Footwear,Boots,Brand C,Worn,12,LA,"1 Fictional St, Everything Else City, State 01",35.58,58529.1
