Date,Quantity,Product_Type,Category,Brand,Grade,Size,Warehouse,GIK_Per_Unit,Total_GIK,Partner,EI_Per_Unit,Total_EI,Partner_Address,Shipment_Type,Program
1/14/2018,1966,Apparel,Shirts,Brand A,Gently Used,M,NY,27.15,53376.9,Company E,11.16,21940.56,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
1/14/2018,2607,Apparel,Coats,Brand C,Gently Used,M,Atlanta,0.33,860.31,Company E,10.76,28051.32,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,General
1/14/2018,1139,Footwear,Sneakers,Generic,Gently Used,12,Nashville,14.64,16674.96,Everything Else,1.2,1366.8,"7 Partner Blvd, Everything Else Town, Region 07",Micro-Enterprise,General
1/9/2018,1938,Footwear,Sneakers,Brand C,Gently Used,5,Atlanta,2.07,4011.66,Company E,8.62,16705.56,"5 Partner Blvd, Company E Town, Region 05",Relief,School
1/9/2018,1412,Apparel,Coats,Brand B,New,L,LA,5.41,7638.92,Company C,11.89,16788.68,"3 Partner Blvd, Company C Town, Region 03",Relief,General
1/10/2018,2323,Footwear,Boots,Brand B,New,7,Nashville,1778.88,4132338.24,Company H,6.29,14611.67,"9 Partner Blvd, Company H Town, Region 09",Relief,School
1/16/2018,2041,Footwear,Sneakers,Generic,Gently Used,6,LA,26.77,54637.57,Company C,15.07,30757.87,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/12/2018,1410,Apparel,Coats,Brand A,Worn,S,Chicago,213.97,301697.7,Company L,16.86,23772.6,"13 Partner Blvd, Company L Town, Region 13",Relief,General
1/15/2018,2163,Footwear,Sneakers,Brand C,Worn,12,Nashville,0.08,173.04,Company E,9.13,19748.19,"5 Partner Blvd, Company E Town, Region 05",Relief,General
1/8/2018,1437,Footwear,Boots,Brand A,Worn,7,Chicago,0.92,1322.04,Company H,3.64,5230.68,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,School
1/14/2018,2345,Footwear,Sneakers,Brand B,Worn,5,LA,7.99,18736.55,Company K,8.79,20612.55,"12 Partner Blvd, Company K Town, Region 12",Relief,Winter
1/8/2018,1309,Footwear,Boots,Brand C,Gently Used,10,Nashville,64.54,84482.86,Company E,10.06,13168.54,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
1/5/2018,6507,Footwear,Sneakers,Brand A,Gently Used,6,NY,329.68,2145227.76,Company C,12.18,79255.26,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
1/11/2018,3467,Footwear,Sneakers,Generic,New,5,NY,0.91,3154.97,Company E,9.14,31688.38,"5 Partner Blvd, Company E Town, Region 05",Relief,School
1/18/2018,742,Footwear,Sneakers,Generic,New,9,Chicago,0.07,51.94,Company C,13.63,10113.46,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
1/11/2018,2427,Apparel,Shirts,Generic,Gently Used,M,NY,144.24,350070.48,Company C,15.32,37181.64,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
1/19/2018,3048,Footwear,Sneakers,Brand C,New,8,Nashville,72.98,222443.04,Company C,13.95,42519.6,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
1/22/2018,1319,Apparel,Coats,Brand B,Gently Used,L,NY,33.37,44015.03,Company I,1.05,1384.95,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,School
1/4/2018,4096,Apparel,Shirts,Brand C,Gently Used,XL,Atlanta,22.52,92241.92,Company E,9.84,40304.64,"5 Partner Blvd, Company E Town, Region 05",Relief,School
1/15/2018,2960,Footwear,Sneakers,Brand B,Worn,7,LA,126.51,374469.6,Company J,1.41,4173.6,"11 Partner Blvd, Company J Town, Region 11",Relief,School
1/19/2018,5013,Footwear,Boots,Brand A,Gently Used,11,Nashville,163.83,821279.79,Company C,14.18,71084.34,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
1/21/2018,1486,Footwear,Sneakers,Generic,Gently Used,10,Chicago,21.56,32038.16,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Relief,General
1/4/2018,1490,Apparel,Shirts,Brand A,Gently Used,M,NY,166.74,248442.6,Company J,3.48,5185.2,"11 Partner Blvd, Company J Town, Region 11",Relief,Winter
1/7/2018,1073,Footwear,Boots,Brand A,Gently Used,9,NY,0.04,42.92,Company F,4.92,5279.16,"6 Partner Blvd, Company F Town, Region 06",Relief,General
1/3/2018,2263,Footwear,Sneakers,Generic,Worn,8,Nashville,12,27156,Company L,16.27,36819.01,"13 Partner Blvd, Company L Town, Region 13",Relief,School
1/20/2018,3532,Footwear,Sneakers,Brand B,New,12,NY,195.35,689976.2,Company E,9.82,34684.24,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
1/16/2018,2415,Footwear,Sneakers,Generic,Gently Used,8,LA,0.28,676.2,Company H,9.53,23014.95,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,General
1/18/2018,2629,Footwear,Sneakers,Brand C,Gently Used,10,Nashville,6.79,17850.91,Company C,15.51,40775.79,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/14/2018,1547,Footwear,Sneakers,Brand B,Gently Used,6,Chicago,7.08,10952.76,Company D,2.12,3279.64,"4 Partner Blvd, Company D Town, Region 04",Micro-Enterprise,General
1/2/2018,2644,Footwear,Sneakers,Brand A,Gently Used,7,Nashville,2545.58,6730513.52,Company C,16.79,44392.76,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/17/2018,3229,Footwear,Boots,Generic,Gently Used,8,Atlanta,0.04,129.16,Company A,0.56,1808.24,"1 Partner Blvd, Company A Town, Region 01",Micro-Enterprise,School
1/20/2018,1474,Apparel,Shirts,Generic,Gently Used,M,NY,2.33,3434.42,Company J,5.4,7959.6,"11 Partner Blvd, Company J Town, Region 11",Relief,General
1/7/2018,1477,Apparel,Coats,Brand B,New,L,NY,0.05,73.85,Company B,3.64,5376.28,"2 Partner Blvd, Company B Town, Region 02",Micro-Enterprise,Winter
1/12/2018,988,Footwear,Sneakers,Brand C,Gently Used,7,NY,17.76,17546.88,Company C,10.08,9959.04,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
1/9/2018,1736,Footwear,Sneakers,Brand B,Gently Used,9,Chicago,20.37,35362.32,Company G,3.1,5381.6,"8 Partner Blvd, Company G Town, Region 08",Relief,General
1/20/2018,2444,Footwear,Boots,Generic,Gently Used,10,NY,1.36,3323.84,Company D,0,0,"4 Partner Blvd, Company D Town, Region 04",Micro-Enterprise,General
1/5/2018,2303,Footwear,Boots,Brand A,Gently Used,7,Atlanta,3.86,8889.58,Company C,13.34,30722.02,"3 Partner Blvd, Company C Town, Region 03",Relief,General
1/9/2018,3061,Apparel,Coats,Brand B,New,XL,Chicago,0.3,918.3,Company E,9.54,29201.94,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
1/11/2018,2602,Footwear,Boots,Brand C,Gently Used,10,Atlanta,8.59,22351.18,Company E,7.39,19228.78,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
1/19/2018,1196,Footwear,Sneakers,Brand B,Worn,10,Chicago,3.59,4293.64,Company A,3.85,4604.6,"1 Partner Blvd, Company A Town, Region 01",Relief,School
1/9/2018,1992,Footwear,Sneakers,Brand A,Gently Used,11,Nashville,27.78,55337.76,Company E,9.2,18326.4,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
1/9/2018,3501,Footwear,Boots,Brand A,New,5,Chicago,18.85,65993.85,Company I,3.59,12568.59,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,School
1/22/2018,2270,Apparel,Coats,Brand C,Gently Used,L,Chicago,5.69,12916.3,Company K,9.63,21860.1,"12 Partner Blvd, Company K Town, Region 12",Relief,Winter
1/16/2018,3105,Footwear,Sneakers,Generic,Gently Used,6,NY,20.24,62845.2,Company F,8.54,26516.7,"6 Partner Blvd, Company F Town, Region 06",Relief,Winter
1/16/2018,1775,Footwear,Sneakers,Brand A,Gently Used,8,Atlanta,74.9,132947.5,Company H,3.54,6283.5,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,School
1/23/2018,5936,Apparel,Coats,Brand C,Gently Used,S,Nashville,0.07,415.52,Company F,3.22,19113.92,"6 Partner Blvd, Company F Town, Region 06",Relief,General
1/3/2018,1061,Footwear,Sneakers,Brand A,New,6,Nashville,1.09,1156.49,Company C,15.06,15978.66,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
1/18/2018,1268,Footwear,Sneakers,Brand C,Gently Used,12,LA,0.09,114.12,Everything Else,4.82,6111.76,"7 Partner Blvd, Everything Else Town, Region 07",Micro-Enterprise,General
1/10/2018,1461,Footwear,Sneakers,Brand B,Gently Used,12,Chicago,9.63,14069.43,Company D,3.87,5654.07,"4 Partner Blvd, Company D Town, Region 04",Micro-Enterprise,Winter
1/18/2018,3169,Footwear,Sneakers,Generic,Worn,9,NY,24.3,77006.7,Company H,5.51,17461.19,"9 Partner Blvd, Company H Town, Region 09",Relief,School
1/23/2018,2965,Footwear,Sneakers,Brand B,Worn,12,LA,0.39,1156.35,Company B,2.5,7412.5,"2 Partner Blvd, Company B Town, Region 02",Relief,School
1/15/2018,2081,Footwear,Boots,Brand C,New,6,Nashville,2.18,4536.58,Company F,3.93,8178.33,"6 Partner Blvd, Company F Town, Region 06",Relief,School
1/7/2018,2535,Footwear,Sneakers,Generic,New,6,Chicago,0.48,1216.8,Company H,3.72,9430.2,"9 Partner Blvd, Company H Town, Region 09",Relief,General
1/16/2018,3022,Footwear,Sneakers,Generic,Gently Used,10,Atlanta,0.1,302.2,Company F,11.9,35961.8,"6 Partner Blvd, Company F Town, Region 06",Relief,General
1/21/2018,2375,Footwear,Sneakers,Brand B,New,11,LA,0.32,760,Company C,13.77,32703.75,"3 Partner Blvd, Company C Town, Region 03",Relief,General
1/13/2018,1212,Footwear,Sneakers,Brand A,Gently Used,11,LA,11.16,13525.92,Company C,9.83,11913.96,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
1/19/2018,3949,Footwear,Boots,Brand C,Gently Used,10,LA,18.99,74991.51,Company H,3.72,14690.28,"9 Partner Blvd, Company H Town, Region 09",Relief,Winter
1/18/2018,4253,Footwear,Sneakers,Brand B,New,12,Atlanta,15.08,64135.24,Company F,8.59,36533.27,"6 Partner Blvd, Company F Town, Region 06",Relief,General
1/11/2018,1589,Footwear,Sneakers,Brand C,Gently Used,9,Chicago,73.83,117315.87,Company J,2.36,3750.04,"11 Partner Blvd, Company J Town, Region 11",Micro-Enterprise,Winter
1/18/2018,2123,Footwear,Boots,Brand B,Gently Used,11,NY,151.89,322462.47,Company C,11.77,24987.71,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
1/24/2018,2084,Footwear,Boots,Brand B,New,10,Nashville,8.48,17672.32,Company C,10.64,22173.76,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
1/14/2018,4090,Apparel,Coats,Brand B,Gently Used,XXL,Nashville,3.14,12842.6,Company F,7.49,30634.1,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
1/13/2018,1247,Footwear,Sneakers,Generic,New,9,LA,1.19,1483.93,Company F,7.21,8990.87,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
1/12/2018,1580,Footwear,Sneakers,Brand B,Gently Used,8,LA,0.03,47.4,Company F,4.4,6952,"6 Partner Blvd, Company F Town, Region 06",Relief,General
1/18/2018,4133,Footwear,Sneakers,Generic,Gently Used,10,NY,18.52,76543.16,Company C,14.87,61457.71,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
1/22/2018,2834,Footwear,Boots,Brand C,New,6,Atlanta,873.23,2474733.82,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Relief,Winter
1/21/2018,1446,Footwear,Boots,Brand C,Gently Used,11,Chicago,2.75,3976.5,Company A,0.56,809.76,"1 Partner Blvd, Company A Town, Region 01",Micro-Enterprise,School
1/6/2018,2818,Apparel,Shirts,Generic,New,S,Atlanta,7.13,20092.34,Company L,18.9,53260.2,"13 Partner Blvd, Company L Town, Region 13",Micro-Enterprise,School
1/10/2018,1664,Footwear,Boots,Brand C,Gently Used,11,Chicago,11.49,19119.36,Company H,3.13,5208.32,"9 Partner Blvd, Company H Town, Region 09",Relief,Winter
1/21/2018,2037,Apparel,Shirts,Generic,Gently Used,XL,NY,6.12,12466.44,Company J,2.46,5011.02,"11 Partner Blvd, Company J Town, Region 11",Micro-Enterprise,Winter
1/9/2018,3497,Footwear,Sneakers,Brand A,Worn,10,Nashville,1.1,3846.7,Company F,7.68,26856.96,"6 Partner Blvd, Company F Town, Region 06",Relief,School
1/16/2018,4017,Footwear,Boots,Brand A,Gently Used,9,Chicago,4.79,19241.43,Company F,7.21,28962.57,"6 Partner Blvd, Company F Town, Region 06",Relief,General
1/18/2018,2895,Apparel,Coats,Brand B,Gently Used,XXL,NY,69.51,201231.45,Company K,7.54,21828.3,"12 Partner Blvd, Company K Town, Region 12",Relief,General
1/28/2018,2044,Footwear,Sneakers,Brand A,Gently Used,6,LA,2.88,5886.72,Company K,6.12,12509.28,"12 Partner Blvd, Company K Town, Region 12",Micro-Enterprise,Winter
1/15/2018,2555,Footwear,Sneakers,Brand B,Gently Used,9,Chicago,300.31,767292.05,Company I,1.93,4931.15,"10 Partner Blvd, Company I Town, Region 10",Relief,General
1/26/2018,1690,Apparel,Shirts,Brand C,Worn,XL,Atlanta,1.81,3058.9,Company F,7.78,13148.2,"6 Partner Blvd, Company F Town, Region 06",Relief,General
1/13/2018,2585,Footwear,Sneakers,Brand C,Gently Used,10,Atlanta,0.42,1085.7,Company G,5.25,13571.25,"8 Partner Blvd, Company G Town, Region 08",Relief,General
1/10/2018,4107,Apparel,Shirts,Brand A,Gently Used,XL,NY,18.28,75075.96,Company I,2.04,8378.28,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,Winter
1/14/2018,4755,Footwear,Sneakers,Brand A,New,11,Nashville,10427.36,49582096.8,Company F,5.35,25439.25,"6 Partner Blvd, Company F Town, Region 06",Relief,General
1/25/2018,5568,Apparel,Shirts,Brand B,New,L,Chicago,0.38,2115.84,Company C,10.4,57907.2,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
1/15/2018,4219,Apparel,Shirts,Brand A,Gently Used,XL,Chicago,7.39,31178.41,Company C,9.95,41979.05,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
1/14/2018,4040,Footwear,Boots,Brand A,Gently Used,7,Chicago,1.37,5534.8,Company E,10.74,43389.6,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
1/16/2018,1791,Apparel,Shirts,Brand C,Gently Used,XXL,NY,14.11,25271.01,Company C,12.1,21671.1,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
1/15/2018,1080,Apparel,Shirts,Brand A,Gently Used,M,Atlanta,69.94,75535.2,Company C,14.04,15163.2,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
1/13/2018,2006,Apparel,Coats,Brand B,Gently Used,XL,LA,2.47,4954.82,Company A,3.9,7823.4,"1 Partner Blvd, Company A Town, Region 01",Relief,General
1/24/2018,3983,Footwear,Sneakers,Generic,Gently Used,8,LA,233.87,931504.21,Company H,4.46,17764.18,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,School
1/7/2018,1744,Footwear,Sneakers,Brand A,New,6,Chicago,127.22,221871.68,Company C,11.83,20631.52,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
1/17/2018,2534,Footwear,Sneakers,Brand A,Gently Used,11,Chicago,55.01,139395.34,Company C,13.27,33626.18,"3 Partner Blvd, Company C Town, Region 03",Relief,General
1/11/2018,1533,Apparel,Coats,Brand A,Gently Used,XL,Atlanta,779.91,1195602.03,Company F,9.78,14992.74,"6 Partner Blvd, Company F Town, Region 06",Relief,General
1/15/2018,3584,Footwear,Sneakers,Brand B,New,9,NY,11.78,42219.52,Company C,8.3,29747.2,"3 Partner Blvd, Company C Town, Region 03",Relief,General
1/27/2018,1182,Apparel,Coats,Brand A,New,M,Atlanta,51.77,61192.14,Company I,1.07,1264.74,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,Winter
1/11/2018,1670,Apparel,Shirts,Brand B,Gently Used,L,Nashville,0.11,183.7,Company I,0.39,651.3,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,Winter
1/15/2018,2282,Footwear,Sneakers,Brand A,Worn,7,LA,131.09,299147.38,Company F,7.65,17457.3,"6 Partner Blvd, Company F Town, Region 06",Relief,School
1/9/2018,2600,Footwear,Boots,Generic,Gently Used,5,Atlanta,108.63,282438,Company A,2.32,6032,"1 Partner Blvd, Company A Town, Region 01",Micro-Enterprise,General
1/20/2018,2363,Apparel,Shirts,Brand C,New,S,Nashville,14.47,34192.61,Company L,20.31,47992.53,"13 Partner Blvd, Company L Town, Region 13",Relief,General
1/21/2018,4748,Footwear,Boots,Brand A,Gently Used,5,NY,4.48,21271.04,Company C,13.5,64098,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
1/12/2018,2193,Apparel,Shirts,Brand C,Gently Used,XL,NY,1124.62,2466291.66,Company H,7.56,16579.08,"9 Partner Blvd, Company H Town, Region 09",Relief,General
1/29/2018,4585,Apparel,Shirts,Generic,Worn,XL,Nashville,0.26,1192.1,Company E,8.13,37276.05,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
1/14/2018,1697,Apparel,Shirts,Brand C,Gently Used,S,Chicago,1.91,3241.27,Company J,7.31,12405.07,"11 Partner Blvd, Company J Town, Region 11",Relief,Winter
1/17/2018,1279,Apparel,Shirts,Brand B,Gently Used,M,Chicago,0,0,Company F,7.15,9144.85,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
1/14/2018,2866,Apparel,Shirts,Brand B,Gently Used,XL,Chicago,38.45,110197.7,Company C,14.37,41184.42,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/8/2018,2486,Footwear,Boots,Brand C,Gently Used,10,NY,0.96,2386.56,Company E,11.65,28961.9,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,Winter
1/24/2018,2354,Footwear,Boots,Brand C,Gently Used,5,LA,13.48,31731.92,Company F,2.84,6685.36,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
1/12/2018,1473,Footwear,Boots,Brand C,Gently Used,8,Chicago,1.26,1855.98,Company C,13.61,20047.53,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
1/15/2018,2485,Apparel,Coats,Generic,Gently Used,XXL,Chicago,38.6,95921,Company C,11.24,27931.4,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/13/2018,2322,Apparel,Coats,Brand B,Gently Used,XL,Nashville,105.98,246085.56,Company C,10.73,24915.06,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
1/26/2018,1659,Footwear,Boots,Brand C,New,11,Chicago,0.03,49.77,Company H,4.77,7913.43,"9 Partner Blvd, Company H Town, Region 09",Relief,General
1/10/2018,3734,Footwear,Sneakers,Brand C,Gently Used,9,NY,1.9,7094.6,Company C,12.94,48317.96,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/15/2018,1639,Footwear,Boots,Brand A,Worn,6,Atlanta,3.28,5375.92,Company F,7.79,12767.81,"6 Partner Blvd, Company F Town, Region 06",Relief,General
1/17/2018,1880,Footwear,Sneakers,Brand C,Worn,6,Nashville,3.1,5828,Company F,4.94,9287.2,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,Winter
1/27/2018,1376,Footwear,Boots,Brand A,New,12,Atlanta,25.39,34936.64,Company C,16.19,22277.44,"3 Partner Blvd, Company C Town, Region 03",Relief,General
1/28/2018,1487,Apparel,Coats,Generic,Gently Used,XL,Nashville,3.97,5903.39,Company D,2.51,3732.37,"4 Partner Blvd, Company D Town, Region 04",Micro-Enterprise,General
1/28/2018,2002,Footwear,Sneakers,Generic,Gently Used,12,NY,2.08,4164.16,Company C,10.34,20700.68,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/10/2018,3490,Apparel,Shirts,Generic,Gently Used,XL,Atlanta,0.41,1430.9,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,School
1/30/2018,2271,Footwear,Boots,Brand A,Gently Used,8,NY,18239.23,41421291.33,Company I,1.64,3724.44,"10 Partner Blvd, Company I Town, Region 10",Relief,Winter
1/18/2018,3028,Footwear,Boots,Brand C,Gently Used,5,Atlanta,2.74,8296.72,Company F,6.08,18410.24,"6 Partner Blvd, Company F Town, Region 06",Relief,School
1/27/2018,3202,Footwear,Boots,Brand A,Gently Used,5,NY,0.56,1793.12,Company K,7.34,23502.68,"12 Partner Blvd, Company K Town, Region 12",Micro-Enterprise,General
1/16/2018,2541,Footwear,Boots,Brand A,Gently Used,5,Nashville,5.2,13213.2,Company C,12.76,32423.16,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
1/20/2018,1853,Footwear,Sneakers,Generic,Gently Used,11,Chicago,0.34,630.02,Company C,9.71,17992.63,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/30/2018,3047,Footwear,Sneakers,Brand A,Worn,9,LA,5727.34,17451204.98,Company I,2.96,9019.12,"10 Partner Blvd, Company I Town, Region 10",Relief,Winter
1/16/2018,1388,Footwear,Sneakers,Generic,New,6,Chicago,2068.73,2871397.24,Company F,6.64,9216.32,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,Winter
1/12/2018,2362,Apparel,Shirts,Generic,New,XL,Chicago,6.58,15541.96,Company C,11.68,27588.16,"3 Partner Blvd, Company C Town, Region 03",Relief,Winter
1/25/2018,1265,Footwear,Boots,Brand B,Gently Used,9,Chicago,58.83,74419.95,Company E,8.71,11018.15,"5 Partner Blvd, Company E Town, Region 05",Relief,General
1/21/2018,2591,Apparel,Coats,Brand A,Gently Used,L,NY,0.86,2228.26,Company E,12.75,33035.25,"5 Partner Blvd, Company E Town, Region 05",Relief,Winter
1/10/2018,1578,Footwear,Sneakers,Brand B,Gently Used,5,NY,76.58,120843.24,Company I,0,0,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,Winter
1/18/2018,2257,Footwear,Sneakers,Brand A,New,5,Chicago,1.5,3385.5,Company F,5.94,13406.58,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
1/10/2018,2053,Footwear,Sneakers,Generic,Worn,9,LA,3.42,7021.26,Company E,10.6,21761.8,"5 Partner Blvd, Company E Town, Region 05",Micro-Enterprise,School
1/14/2018,4078,Footwear,Sneakers,Brand C,New,11,Nashville,30.48,124297.44,Company F,7.06,28790.68,"6 Partner Blvd, Company F Town, Region 06",Relief,School
1/11/2018,1750,Footwear,Sneakers,Brand B,Worn,6,LA,3.14,5495,Everything Else,0.45,787.5,"7 Partner Blvd, Everything Else Town, Region 07",Relief,General
1/20/2018,2931,Footwear,Boots,Brand A,New,11,Atlanta,3308.08,9695982.48,Company H,2.58,7561.98,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,School
1/26/2018,664,Footwear,Boots,Brand A,Gently Used,5,LA,1.54,1022.56,Company B,3.16,2098.24,"2 Partner Blvd, Company B Town, Region 02",Relief,School
1/22/2018,1810,Apparel,Coats,Brand A,Worn,S,NY,15.95,28869.5,Company E,8.55,15475.5,"5 Partner Blvd, Company E Town, Region 05",Relief,School
1/11/2018,1115,Footwear,Sneakers,Brand C,Gently Used,12,Nashville,4.48,4995.2,Company H,4.95,5519.25,"9 Partner Blvd, Company H Town, Region 09",Relief,School
2/1/2018,3773,Footwear,Sneakers,Generic,Worn,7,Atlanta,571.81,2157439.13,Company A,2.26,8526.98,"1 Partner Blvd, Company A Town, Region 01",Relief,Winter
1/10/2018,5003,Footwear,Boots,Brand A,Gently Used,12,NY,14.91,74594.73,Company K,10.65,53281.95,"12 Partner Blvd, Company K Town, Region 12",Relief,School
1/20/2018,1790,Footwear,Boots,Brand C,Gently Used,7,Chicago,0.05,89.5,Company C,16.13,28872.7,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/29/2018,2945,Footwear,Sneakers,Brand C,Gently Used,10,NY,38.67,113883.15,Company E,13.47,39669.15,"5 Partner Blvd, Company E Town, Region 05",Relief,General
1/19/2018,1008,Footwear,Sneakers,Brand C,Gently Used,5,Atlanta,7.22,7277.76,Company H,5.44,5483.52,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,School
1/26/2018,3292,Apparel,Coats,Brand C,New,XL,LA,115.33,379666.36,Company H,6.77,22286.84,"9 Partner Blvd, Company H Town, Region 09",Relief,General
1/27/2018,2863,Apparel,Coats,Brand B,Gently Used,M,Atlanta,475.59,1361614.17,Company H,7.19,20584.97,"9 Partner Blvd, Company H Town, Region 09",Micro-Enterprise,General
1/24/2018,1144,Footwear,Sneakers,Generic,Gently Used,9,Nashville,0.38,434.72,Company K,12.49,14288.56,"12 Partner Blvd, Company K Town, Region 12",Micro-Enterprise,General
2/1/2018,3104,Apparel,Coats,Generic,New,M,LA,56.44,175189.76,Company H,4.15,12881.6,"9 Partner Blvd, Company H Town, Region 09",Relief,School
1/23/2018,2422,Footwear,Sneakers,Brand A,Gently Used,6,Nashville,10.84,26254.48,Company C,15.02,36378.44,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
1/20/2018,2277,Footwear,Boots,Brand C,Gently Used,8,LA,1.21,2755.17,Company F,8.59,19559.43,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,Winter
1/23/2018,2561,Footwear,Sneakers,Brand B,New,11,Atlanta,40.13,102772.93,Company C,13.42,34368.62,"3 Partner Blvd, Company C Town, Region 03",Relief,School
1/24/2018,2214,Footwear,Sneakers,Generic,New,9,LA,1.04,2302.56,Company F,4.74,10494.36,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,School
1/25/2018,4356,Footwear,Boots,Brand C,Gently Used,11,Atlanta,114.79,500025.24,Company C,14.18,61768.08,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,Winter
1/22/2018,3399,Footwear,Sneakers,Brand B,New,9,Nashville,42.22,143505.78,Company F,6.85,23283.15,"6 Partner Blvd, Company F Town, Region 06",Relief,Winter
1/15/2018,2179,Footwear,Sneakers,Generic,Gently Used,10,LA,19.93,43427.47,Company C,16.03,34929.37,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,School
1/15/2018,1979,Apparel,Shirts,Brand B,Gently Used,XXL,LA,36.03,71303.37,Company C,12.83,25390.57,"3 Partner Blvd, Company C Town, Region 03",Micro-Enterprise,General
1/26/2018,1536,Footwear,Boots,Generic,Gently Used,11,Chicago,62.85,96537.6,Company I,0.42,645.12,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,Winter
1/25/2018,1322,Apparel,Shirts,Generic,Worn,M,Chicago,0.8,1057.6,Company F,10.08,13325.76,"6 Partner Blvd, Company F Town, Region 06",Micro-Enterprise,General
1/24/2018,3314,Apparel,Coats,Brand B,Gently Used,L,NY,16.32,54084.48,Company E,8.82,29229.48,"5 Partner Blvd, Company E Town, Region 05",Relief,General
2/1/2018,2713,Apparel,Shirts,Brand C,Gently Used,XL,Nashville,414.2,1123724.6,Company A,0.35,949.55,"1 Partner Blvd, Company A Town, Region 01",Micro-Enterprise,General
1/12/2018,861,Footwear,Sneakers,Brand A,Gently Used,8,NY,1.74,1498.14,Company I,2.05,1765.05,"10 Partner Blvd, Company I Town, Region 10",Micro-Enterprise,Winter
